Time,Class,Region,Average Rent
201912,40 m2 to 69.9 m2,New Territories,263.0
202003,40 m2 to 69.9 m2,New Territories,254.0
202006,40 m2 to 69.9 m2,New Territories,251.0
202009,40 m2 to 69.9 m2,New Territories,254.0
202012,40 m2 to 69.9 m2,New Territories,258.0
202103,40 m2 to 69.9 m2,New Territories,254.0
202106,40 m2 to 69.9 m2,New Territories,256.0
202109,40 m2 to 69.9 m2,New Territories,262.0
202112,40 m2 to 69.9 m2,New Territories,266.0
202203,40 m2 to 69.9 m2,New Territories,259.0
202206,40 m2 to 69.9 m2,New Territories,251.0
202209,40 m2 to 69.9 m2,New Territories,258.0
202212,40 m2 to 69.9 m2,New Territories,251.0
202303,40 m2 to 69.9 m2,New Territories,248.0
202306,40 m2 to 69.9 m2,New Territories,252.0
202309,40 m2 to 69.9 m2,New Territories,263.0
202312,40 m2 to 69.9 m2,New Territories,263.0
202403,40 m2 to 69.9 m2,New Territories,265.0
202406,40 m2 to 69.9 m2,New Territories,268.0
202409,40 m2 to 69.9 m2,New Territories,274.0
202412,40 m2 to 69.9 m2,New Territories,275.0
202503,40 m2 to 69.9 m2,New Territories,277.0
202506,40 m2 to 69.9 m2,New Territories,277.0
202509,40 m2 to 69.9 m2,New Territories,286.0
202512,40 m2 to 69.9 m2,New Territories,282.0
202603,40 m2 to 69.9 m2,New Territories,282.0
199903,70 m2 to 99.9 m2,Hong Kong,245.0
199906,70 m2 to 99.9 m2,Hong Kong,247.0
199909,70 m2 to 99.9 m2,Hong Kong,253.0
199912,70 m2 to 99.9 m2,Hong Kong,248.0
200003,70 m2 to 99.9 m2,Hong Kong,245.0
200006,70 m2 to 99.9 m2,Hong Kong,250.0
200009,70 m2 to 99.9 m2,Hong Kong,255.0
200012,70 m2 to 99.9 m2,Hong Kong,259.0
200103,70 m2 to 99.9 m2,Hong Kong,260.0
200106,70 m2 to 99.9 m2,Hong Kong,255.0
200109,70 m2 to 99.9 m2,Hong Kong,254.0
200112,70 m2 to 99.9 m2,Hong Kong,245.0
200203,70 m2 to 99.9 m2,Hong Kong,245.0
200206,70 m2 to 99.9 m2,Hong Kong,233.0
200209,70 m2 to 99.9 m2,Hong Kong,214.0
200212,70 m2 to 99.9 m2,Hong Kong,209.0
200303,70 m2 to 99.9 m2,Hong Kong,197.0
200306,70 m2 to 99.9 m2,Hong Kong,185.0
200309,70 m2 to 99.9 m2,Hong Kong,192.0
200312,70 m2 to 99.9 m2,Hong Kong,191.0
200403,70 m2 to 99.9 m2,Hong Kong,205.0
200406,70 m2 to 99.9 m2,Hong Kong,211.0
200409,70 m2 to 99.9 m2,Hong Kong,213.0
200412,70 m2 to 99.9 m2,Hong Kong,223.0
200503,70 m2 to 99.9 m2,Hong Kong,236.0
200506,70 m2 to 99.9 m2,Hong Kong,237.0
200509,70 m2 to 99.9 m2,Hong Kong,245.0
200512,70 m2 to 99.9 m2,Hong Kong,252.0
200603,70 m2 to 99.9 m2,Hong Kong,246.0
200606,70 m2 to 99.9 m2,Hong Kong,248.0
200609,70 m2 to 99.9 m2,Hong Kong,272.0
200612,70 m2 to 99.9 m2,Hong Kong,255.0
200703,70 m2 to 99.9 m2,Hong Kong,270.0
200706,70 m2 to 99.9 m2,Hong Kong,281.0
200709,70 m2 to 99.9 m2,Hong Kong,295.0
200712,70 m2 to 99.9 m2,Hong Kong,306.0
200803,70 m2 to 99.9 m2,Hong Kong,337.0
200806,70 m2 to 99.9 m2,Hong Kong,346.0
200809,70 m2 to 99.9 m2,Hong Kong,356.0
200812,70 m2 to 99.9 m2,Hong Kong,296.0
200903,70 m2 to 99.9 m2,Hong Kong,254.0
200906,70 m2 to 99.9 m2,Hong Kong,253.0
200909,70 m2 to 99.9 m2,Hong Kong,286.0
200912,70 m2 to 99.9 m2,Hong Kong,295.0
201003,70 m2 to 99.9 m2,Hong Kong,304.0
201006,70 m2 to 99.9 m2,Hong Kong,317.0
201009,70 m2 to 99.9 m2,Hong Kong,334.0
201012,70 m2 to 99.9 m2,Hong Kong,346.0
201103,70 m2 to 99.9 m2,Hong Kong,342.0
201106,70 m2 to 99.9 m2,Hong Kong,351.0
201109,70 m2 to 99.9 m2,Hong Kong,377.0
201112,70 m2 to 99.9 m2,Hong Kong,356.0
201203,70 m2 to 99.9 m2,Hong Kong,336.0
201206,70 m2 to 99.9 m2,Hong Kong,355.0
201209,70 m2 to 99.9 m2,Hong Kong,357.0
201212,70 m2 to 99.9 m2,Hong Kong,337.0
201303,70 m2 to 99.9 m2,Hong Kong,355.0
201306,70 m2 to 99.9 m2,Hong Kong,356.0
201309,70 m2 to 99.9 m2,Hong Kong,387.0
201312,70 m2 to 99.9 m2,Hong Kong,385.0
201403,70 m2 to 99.9 m2,Hong Kong,376.0
201406,70 m2 to 99.9 m2,Hong Kong,382.0
201409,70 m2 to 99.9 m2,Hong Kong,400.0
201412,70 m2 to 99.9 m2,Hong Kong,399.0
201503,70 m2 to 99.9 m2,Hong Kong,405.0
201506,70 m2 to 99.9 m2,Hong Kong,418.0
201509,70 m2 to 99.9 m2,Hong Kong,433.0
201512,70 m2 to 99.9 m2,Hong Kong,420.0
201603,70 m2 to 99.9 m2,Hong Kong,398.0
201606,70 m2 to 99.9 m2,Hong Kong,392.0
201609,70 m2 to 99.9 m2,Hong Kong,396.0
201612,70 m2 to 99.9 m2,Hong Kong,393.0
201703,70 m2 to 99.9 m2,Hong Kong,427.0
201706,70 m2 to 99.9 m2,Hong Kong,424.0
201709,70 m2 to 99.9 m2,Hong Kong,432.0
201712,70 m2 to 99.9 m2,Hong Kong,449.0
201803,70 m2 to 99.9 m2,Hong Kong,464.0
201806,70 m2 to 99.9 m2,Hong Kong,462.0
201809,70 m2 to 99.9 m2,Hong Kong,442.0
201812,70 m2 to 99.9 m2,Hong Kong,458.0
201903,70 m2 to 99.9 m2,Hong Kong,459.0
201906,70 m2 to 99.9 m2,Hong Kong,451.0
201909,70 m2 to 99.9 m2,Hong Kong,455.0
201912,70 m2 to 99.9 m2,Hong Kong,434.0
202003,70 m2 to 99.9 m2,Hong Kong,428.0
202006,70 m2 to 99.9 m2,Hong Kong,408.0
202009,70 m2 to 99.9 m2,Hong Kong,408.0
202012,70 m2 to 99.9 m2,Hong Kong,396.0
202103,70 m2 to 99.9 m2,Hong Kong,402.0
202106,70 m2 to 99.9 m2,Hong Kong,409.0
202109,70 m2 to 99.9 m2,Hong Kong,413.0
202112,70 m2 to 99.9 m2,Hong Kong,405.0
202203,70 m2 to 99.9 m2,Hong Kong,400.0
202206,70 m2 to 99.9 m2,Hong Kong,390.0
202209,70 m2 to 99.9 m2,Hong Kong,405.0
202212,70 m2 to 99.9 m2,Hong Kong,402.0
202303,70 m2 to 99.9 m2,Hong Kong,411.0
202306,70 m2 to 99.9 m2,Hong Kong,413.0
202309,70 m2 to 99.9 m2,Hong Kong,408.0
202312,70 m2 to 99.9 m2,Hong Kong,422.0
202403,70 m2 to 99.9 m2,Hong Kong,430.0
202406,70 m2 to 99.9 m2,Hong Kong,422.0
202409,70 m2 to 99.9 m2,Hong Kong,424.0
202412,70 m2 to 99.9 m2,Hong Kong,426.0
202503,70 m2 to 99.9 m2,Hong Kong,430.0
202506,70 m2 to 99.9 m2,Hong Kong,435.0
202509,70 m2 to 99.9 m2,Hong Kong,433.0
202512,70 m2 to 99.9 m2,Hong Kong,443.0
202603,70 m2 to 99.9 m2,Hong Kong,475.0
199903,70 m2 to 99.9 m2,Kowloon,181.0
199906,70 m2 to 99.9 m2,Kowloon,181.0
199909,70 m2 to 99.9 m2,Kowloon,182.0
199912,70 m2 to 99.9 m2,Kowloon,189.0
200003,70 m2 to 99.9 m2,Kowloon,169.0
200006,70 m2 to 99.9 m2,Kowloon,168.0
200009,70 m2 to 99.9 m2,Kowloon,170.0
200012,70 m2 to 99.9 m2,Kowloon,182.0
200103,70 m2 to 99.9 m2,Kowloon,204.0
200106,70 m2 to 99.9 m2,Kowloon,180.0
200109,70 m2 to 99.9 m2,Kowloon,182.0
200112,70 m2 to 99.9 m2,Kowloon,172.0
200203,70 m2 to 99.9 m2,Kowloon,175.0
200206,70 m2 to 99.9 m2,Kowloon,170.0
200209,70 m2 to 99.9 m2,Kowloon,164.0
200212,70 m2 to 99.9 m2,Kowloon,146.0
200303,70 m2 to 99.9 m2,Kowloon,164.0
200306,70 m2 to 99.9 m2,Kowloon,160.0
200309,70 m2 to 99.9 m2,Kowloon,155.0
200312,70 m2 to 99.9 m2,Kowloon,151.0
200403,70 m2 to 99.9 m2,Kowloon,150.0
200406,70 m2 to 99.9 m2,Kowloon,167.0
200409,70 m2 to 99.9 m2,Kowloon,178.0
200412,70 m2 to 99.9 m2,Kowloon,183.0
200503,70 m2 to 99.9 m2,Kowloon,186.0
200506,70 m2 to 99.9 m2,Kowloon,185.0
200509,70 m2 to 99.9 m2,Kowloon,195.0
200512,70 m2 to 99.9 m2,Kowloon,204.0
200603,70 m2 to 99.9 m2,Kowloon,192.0
200606,70 m2 to 99.9 m2,Kowloon,192.0
200609,70 m2 to 99.9 m2,Kowloon,205.0
200612,70 m2 to 99.9 m2,Kowloon,201.0
200703,70 m2 to 99.9 m2,Kowloon,215.0
200706,70 m2 to 99.9 m2,Kowloon,205.0
200709,70 m2 to 99.9 m2,Kowloon,216.0
200712,70 m2 to 99.9 m2,Kowloon,245.0
200803,70 m2 to 99.9 m2,Kowloon,255.0
200806,70 m2 to 99.9 m2,Kowloon,264.0
200809,70 m2 to 99.9 m2,Kowloon,298.0
200812,70 m2 to 99.9 m2,Kowloon,234.0
200903,70 m2 to 99.9 m2,Kowloon,219.0
200906,70 m2 to 99.9 m2,Kowloon,220.0
200909,70 m2 to 99.9 m2,Kowloon,237.0
200912,70 m2 to 99.9 m2,Kowloon,248.0
201003,70 m2 to 99.9 m2,Kowloon,245.0
201006,70 m2 to 99.9 m2,Kowloon,288.0
201009,70 m2 to 99.9 m2,Kowloon,290.0
201012,70 m2 to 99.9 m2,Kowloon,279.0
201103,70 m2 to 99.9 m2,Kowloon,287.0
201106,70 m2 to 99.9 m2,Kowloon,294.0
201109,70 m2 to 99.9 m2,Kowloon,294.0
201112,70 m2 to 99.9 m2,Kowloon,270.0
201203,70 m2 to 99.9 m2,Kowloon,275.0
201206,70 m2 to 99.9 m2,Kowloon,289.0
201209,70 m2 to 99.9 m2,Kowloon,264.0
201212,70 m2 to 99.9 m2,Kowloon,314.0
201303,70 m2 to 99.9 m2,Kowloon,255.0
201306,70 m2 to 99.9 m2,Kowloon,250.0
201309,70 m2 to 99.9 m2,Kowloon,316.0
201312,70 m2 to 99.9 m2,Kowloon,307.0
201403,70 m2 to 99.9 m2,Kowloon,309.0
201406,70 m2 to 99.9 m2,Kowloon,317.0
201409,70 m2 to 99.9 m2,Kowloon,328.0
201412,70 m2 to 99.9 m2,Kowloon,328.0
201503,70 m2 to 99.9 m2,Kowloon,350.0
201506,70 m2 to 99.9 m2,Kowloon,368.0
201509,70 m2 to 99.9 m2,Kowloon,366.0
201512,70 m2 to 99.9 m2,Kowloon,329.0
201603,70 m2 to 99.9 m2,Kowloon,330.0
201606,70 m2 to 99.9 m2,Kowloon,316.0
201609,70 m2 to 99.9 m2,Kowloon,334.0
201612,70 m2 to 99.9 m2,Kowloon,337.0
201703,70 m2 to 99.9 m2,Kowloon,342.0
201706,70 m2 to 99.9 m2,Kowloon,358.0
201709,70 m2 to 99.9 m2,Kowloon,359.0
201712,70 m2 to 99.9 m2,Kowloon,361.0
201803,70 m2 to 99.9 m2,Kowloon,370.0
201806,70 m2 to 99.9 m2,Kowloon,373.0
201809,70 m2 to 99.9 m2,Kowloon,376.0
201812,70 m2 to 99.9 m2,Kowloon,385.0
201903,70 m2 to 99.9 m2,Kowloon,371.0
201906,70 m2 to 99.9 m2,Kowloon,373.0
201909,70 m2 to 99.9 m2,Kowloon,371.0
201912,70 m2 to 99.9 m2,Kowloon,367.0
202003,70 m2 to 99.9 m2,Kowloon,353.0
202006,70 m2 to 99.9 m2,Kowloon,352.0
202009,70 m2 to 99.9 m2,Kowloon,343.0
202012,70 m2 to 99.9 m2,Kowloon,341.0
202103,70 m2 to 99.9 m2,Kowloon,348.0
202106,70 m2 to 99.9 m2,Kowloon,351.0
202109,70 m2 to 99.9 m2,Kowloon,346.0
202112,70 m2 to 99.9 m2,Kowloon,354.0
202203,70 m2 to 99.9 m2,Kowloon,352.0
202206,70 m2 to 99.9 m2,Kowloon,337.0
202209,70 m2 to 99.9 m2,Kowloon,336.0
202212,70 m2 to 99.9 m2,Kowloon,339.0
202303,70 m2 to 99.9 m2,Kowloon,340.0
202306,70 m2 to 99.9 m2,Kowloon,352.0
202309,70 m2 to 99.9 m2,Kowloon,348.0
202312,70 m2 to 99.9 m2,Kowloon,359.0
202403,70 m2 to 99.9 m2,Kowloon,358.0
202406,70 m2 to 99.9 m2,Kowloon,365.0
202409,70 m2 to 99.9 m2,Kowloon,375.0
202412,70 m2 to 99.9 m2,Kowloon,376.0
202503,70 m2 to 99.9 m2,Kowloon,369.0
202506,70 m2 to 99.9 m2,Kowloon,381.0
202509,70 m2 to 99.9 m2,Kowloon,401.0
202512,70 m2 to 99.9 m2,Kowloon,400.0
202603,70 m2 to 99.9 m2,Kowloon,401.0
199903,70 m2 to 99.9 m2,New Territories,146.0
199906,70 m2 to 99.9 m2,New Territories,137.0
199909,70 m2 to 99.9 m2,New Territories,136.0
199912,70 m2 to 99.9 m2,New Territories,143.0
200003,70 m2 to 99.9 m2,New Territories,138.0
200006,70 m2 to 99.9 m2,New Territories,144.0
200009,70 m2 to 99.9 m2,New Territories,144.0
200012,70 m2 to 99.9 m2,New Territories,149.0
200103,70 m2 to 99.9 m2,New Territories,148.0
200106,70 m2 to 99.9 m2,New Territories,139.0
200109,70 m2 to 99.9 m2,New Territories,139.0
200112,70 m2 to 99.9 m2,New Territories,141.0
200203,70 m2 to 99.9 m2,New Territories,132.0
200206,70 m2 to 99.9 m2,New Territories,119.0
200209,70 m2 to 99.9 m2,New Territories,122.0
200212,70 m2 to 99.9 m2,New Territories,119.0
200303,70 m2 to 99.9 m2,New Territories,111.0
200306,70 m2 to 99.9 m2,New Territories,101.0
200309,70 m2 to 99.9 m2,New Territories,99.0
200312,70 m2 to 99.9 m2,New Territories,100.0
200403,70 m2 to 99.9 m2,New Territories,115.0
200406,70 m2 to 99.9 m2,New Territories,115.0
200409,70 m2 to 99.9 m2,New Territories,114.0
200412,70 m2 to 99.9 m2,New Territories,113.0
200503,70 m2 to 99.9 m2,New Territories,123.0
200506,70 m2 to 99.9 m2,New Territories,119.0
200509,70 m2 to 99.9 m2,New Territories,121.0
200512,70 m2 to 99.9 m2,New Territories,125.0
200603,70 m2 to 99.9 m2,New Territories,127.0
200606,70 m2 to 99.9 m2,New Territories,116.0
200609,70 m2 to 99.9 m2,New Territories,129.0
200612,70 m2 to 99.9 m2,New Territories,123.0
200703,70 m2 to 99.9 m2,New Territories,133.0
200706,70 m2 to 99.9 m2,New Territories,140.0
200709,70 m2 to 99.9 m2,New Territories,148.0
200712,70 m2 to 99.9 m2,New Territories,151.0
200803,70 m2 to 99.9 m2,New Territories,165.0
200806,70 m2 to 99.9 m2,New Territories,178.0
200809,70 m2 to 99.9 m2,New Territories,180.0
200812,70 m2 to 99.9 m2,New Territories,154.0
200903,70 m2 to 99.9 m2,New Territories,135.0
200906,70 m2 to 99.9 m2,New Territories,132.0
200909,70 m2 to 99.9 m2,New Territories,143.0
200912,70 m2 to 99.9 m2,New Territories,159.0
201003,70 m2 to 99.9 m2,New Territories,160.0
201006,70 m2 to 99.9 m2,New Territories,173.0
201009,70 m2 to 99.9 m2,New Territories,180.0
201012,70 m2 to 99.9 m2,New Territories,181.0
201103,70 m2 to 99.9 m2,New Territories,179.0
201106,70 m2 to 99.9 m2,New Territories,190.0
201109,70 m2 to 99.9 m2,New Territories,196.0
201112,70 m2 to 99.9 m2,New Territories,194.0
201203,70 m2 to 99.9 m2,New Territories,189.0
201206,70 m2 to 99.9 m2,New Territories,183.0
201209,70 m2 to 99.9 m2,New Territories,200.0
201212,70 m2 to 99.9 m2,New Territories,211.0
201303,70 m2 to 99.9 m2,New Territories,222.0
201306,70 m2 to 99.9 m2,New Territories,224.0
201309,70 m2 to 99.9 m2,New Territories,227.0
201312,70 m2 to 99.9 m2,New Territories,223.0
201403,70 m2 to 99.9 m2,New Territories,222.0
201406,70 m2 to 99.9 m2,New Territories,220.0
201409,70 m2 to 99.9 m2,New Territories,227.0
201412,70 m2 to 99.9 m2,New Territories,236.0
201503,70 m2 to 99.9 m2,New Territories,247.0
201506,70 m2 to 99.9 m2,New Territories,246.0
201509,70 m2 to 99.9 m2,New Territories,254.0
201512,70 m2 to 99.9 m2,New Territories,246.0
201603,70 m2 to 99.9 m2,New Territories,235.0
201606,70 m2 to 99.9 m2,New Territories,226.0
201609,70 m2 to 99.9 m2,New Territories,230.0
201612,70 m2 to 99.9 m2,New Territories,245.0
201703,70 m2 to 99.9 m2,New Territories,250.0
201706,70 m2 to 99.9 m2,New Territories,257.0
201709,70 m2 to 99.9 m2,New Territories,262.0
201712,70 m2 to 99.9 m2,New Territories,264.0
201803,70 m2 to 99.9 m2,New Territories,261.0
201806,70 m2 to 99.9 m2,New Territories,265.0
201809,70 m2 to 99.9 m2,New Territories,279.0
201812,70 m2 to 99.9 m2,New Territories,269.0
201903,70 m2 to 99.9 m2,New Territories,268.0
201906,70 m2 to 99.9 m2,New Territories,269.0
201909,70 m2 to 99.9 m2,New Territories,278.0
201912,70 m2 to 99.9 m2,New Territories,263.0
202003,70 m2 to 99.9 m2,New Territories,257.0
202006,70 m2 to 99.9 m2,New Territories,250.0
202009,70 m2 to 99.9 m2,New Territories,258.0
202012,70 m2 to 99.9 m2,New Territories,259.0
202103,70 m2 to 99.9 m2,New Territories,257.0
202106,70 m2 to 99.9 m2,New Territories,261.0
202109,70 m2 to 99.9 m2,New Territories,267.0
202112,70 m2 to 99.9 m2,New Territories,264.0
202203,70 m2 to 99.9 m2,New Territories,264.0
202206,70 m2 to 99.9 m2,New Territories,257.0
202209,70 m2 to 99.9 m2,New Territories,258.0
202212,70 m2 to 99.9 m2,New Territories,252.0
202303,70 m2 to 99.9 m2,New Territories,247.0
202306,70 m2 to 99.9 m2,New Territories,253.0
202309,70 m2 to 99.9 m2,New Territories,260.0
202312,70 m2 to 99.9 m2,New Territories,266.0
202403,70 m2 to 99.9 m2,New Territories,259.0
202406,70 m2 to 99.9 m2,New Territories,265.0
202409,70 m2 to 99.9 m2,New Territories,276.0
202412,70 m2 to 99.9 m2,New Territories,278.0
202503,70 m2 to 99.9 m2,New Territories,278.0
202506,70 m2 to 99.9 m2,New Territories,279.0
202509,70 m2 to 99.9 m2,New Territories,282.0
202512,70 m2 to 99.9 m2,New Territories,279.0
202603,70 m2 to 99.9 m2,New Territories,286.0
199903,100 m2 to 159.9 m2,Hong Kong,272.0
199906,100 m2 to 159.9 m2,Hong Kong,277.0
199909,100 m2 to 159.9 m2,Hong Kong,273.0
199912,100 m2 to 159.9 m2,Hong Kong,272.0
200003,100 m2 to 159.9 m2,Hong Kong,270.0
200006,100 m2 to 159.9 m2,Hong Kong,276.0
200009,100 m2 to 159.9 m2,Hong Kong,282.0
200012,100 m2 to 159.9 m2,Hong Kong,277.0
200103,100 m2 to 159.9 m2,Hong Kong,282.0
200106,100 m2 to 159.9 m2,Hong Kong,288.0
200109,100 m2 to 159.9 m2,Hong Kong,292.0
200112,100 m2 to 159.9 m2,Hong Kong,263.0
200203,100 m2 to 159.9 m2,Hong Kong,262.0
200206,100 m2 to 159.9 m2,Hong Kong,245.0
200209,100 m2 to 159.9 m2,Hong Kong,241.0
200212,100 m2 to 159.9 m2,Hong Kong,245.0
200303,100 m2 to 159.9 m2,Hong Kong,227.0
200306,100 m2 to 159.9 m2,Hong Kong,216.0
200309,100 m2 to 159.9 m2,Hong Kong,211.0
200312,100 m2 to 159.9 m2,Hong Kong,209.0
200403,100 m2 to 159.9 m2,Hong Kong,220.0
200406,100 m2 to 159.9 m2,Hong Kong,236.0
200409,100 m2 to 159.9 m2,Hong Kong,238.0
200412,100 m2 to 159.9 m2,Hong Kong,242.0
200503,100 m2 to 159.9 m2,Hong Kong,255.0
200506,100 m2 to 159.9 m2,Hong Kong,252.0
200509,100 m2 to 159.9 m2,Hong Kong,272.0
200512,100 m2 to 159.9 m2,Hong Kong,268.0
200603,100 m2 to 159.9 m2,Hong Kong,289.0
200606,100 m2 to 159.9 m2,Hong Kong,293.0
200609,100 m2 to 159.9 m2,Hong Kong,310.0
200612,100 m2 to 159.9 m2,Hong Kong,297.0
200703,100 m2 to 159.9 m2,Hong Kong,323.0
200706,100 m2 to 159.9 m2,Hong Kong,326.0
200709,100 m2 to 159.9 m2,Hong Kong,334.0
200712,100 m2 to 159.9 m2,Hong Kong,359.0
200803,100 m2 to 159.9 m2,Hong Kong,391.0
200806,100 m2 to 159.9 m2,Hong Kong,397.0
200809,100 m2 to 159.9 m2,Hong Kong,422.0
200812,100 m2 to 159.9 m2,Hong Kong,370.0
200903,100 m2 to 159.9 m2,Hong Kong,305.0
200906,100 m2 to 159.9 m2,Hong Kong,286.0
200909,100 m2 to 159.9 m2,Hong Kong,308.0
200912,100 m2 to 159.9 m2,Hong Kong,326.0
201003,100 m2 to 159.9 m2,Hong Kong,328.0
201006,100 m2 to 159.9 m2,Hong Kong,351.0
201009,100 m2 to 159.9 m2,Hong Kong,381.0
201012,100 m2 to 159.9 m2,Hong Kong,367.0
201103,100 m2 to 159.9 m2,Hong Kong,385.0
201106,100 m2 to 159.9 m2,Hong Kong,402.0
201109,100 m2 to 159.9 m2,Hong Kong,413.0
201112,100 m2 to 159.9 m2,Hong Kong,390.0
201203,100 m2 to 159.9 m2,Hong Kong,388.0
201206,100 m2 to 159.9 m2,Hong Kong,398.0
201209,100 m2 to 159.9 m2,Hong Kong,380.0
201212,100 m2 to 159.9 m2,Hong Kong,401.0
201303,100 m2 to 159.9 m2,Hong Kong,399.0
201306,100 m2 to 159.9 m2,Hong Kong,394.0
201309,100 m2 to 159.9 m2,Hong Kong,423.0
201312,100 m2 to 159.9 m2,Hong Kong,418.0
201403,100 m2 to 159.9 m2,Hong Kong,413.0
201406,100 m2 to 159.9 m2,Hong Kong,402.0
201409,100 m2 to 159.9 m2,Hong Kong,422.0
201412,100 m2 to 159.9 m2,Hong Kong,410.0
201503,100 m2 to 159.9 m2,Hong Kong,431.0
201506,100 m2 to 159.9 m2,Hong Kong,436.0
201509,100 m2 to 159.9 m2,Hong Kong,441.0
201512,100 m2 to 159.9 m2,Hong Kong,441.0
201603,100 m2 to 159.9 m2,Hong Kong,426.0
201606,100 m2 to 159.9 m2,Hong Kong,413.0
201609,100 m2 to 159.9 m2,Hong Kong,423.0
201612,100 m2 to 159.9 m2,Hong Kong,427.0
201703,100 m2 to 159.9 m2,Hong Kong,442.0
201706,100 m2 to 159.9 m2,Hong Kong,437.0
201709,100 m2 to 159.9 m2,Hong Kong,442.0
201712,100 m2 to 159.9 m2,Hong Kong,455.0
201803,100 m2 to 159.9 m2,Hong Kong,449.0
201806,100 m2 to 159.9 m2,Hong Kong,454.0
201809,100 m2 to 159.9 m2,Hong Kong,452.0
201812,100 m2 to 159.9 m2,Hong Kong,452.0
201903,100 m2 to 159.9 m2,Hong Kong,474.0
201906,100 m2 to 159.9 m2,Hong Kong,459.0
201909,100 m2 to 159.9 m2,Hong Kong,467.0
201912,100 m2 to 159.9 m2,Hong Kong,430.0
202003,100 m2 to 159.9 m2,Hong Kong,429.0
202006,100 m2 to 159.9 m2,Hong Kong,405.0
202009,100 m2 to 159.9 m2,Hong Kong,422.0
202012,100 m2 to 159.9 m2,Hong Kong,412.0
202103,100 m2 to 159.9 m2,Hong Kong,406.0
202106,100 m2 to 159.9 m2,Hong Kong,422.0
202109,100 m2 to 159.9 m2,Hong Kong,419.0
202112,100 m2 to 159.9 m2,Hong Kong,426.0
202203,100 m2 to 159.9 m2,Hong Kong,429.0
202206,100 m2 to 159.9 m2,Hong Kong,414.0
202209,100 m2 to 159.9 m2,Hong Kong,409.0
202212,100 m2 to 159.9 m2,Hong Kong,406.0
202303,100 m2 to 159.9 m2,Hong Kong,412.0
202306,100 m2 to 159.9 m2,Hong Kong,425.0
202309,100 m2 to 159.9 m2,Hong Kong,430.0
202312,100 m2 to 159.9 m2,Hong Kong,428.0
202403,100 m2 to 159.9 m2,Hong Kong,431.0
202406,100 m2 to 159.9 m2,Hong Kong,434.0
202409,100 m2 to 159.9 m2,Hong Kong,444.0
202412,100 m2 to 159.9 m2,Hong Kong,430.0
202503,100 m2 to 159.9 m2,Hong Kong,433.0
202506,100 m2 to 159.9 m2,Hong Kong,428.0
202509,100 m2 to 159.9 m2,Hong Kong,448.0
202512,100 m2 to 159.9 m2,Hong Kong,450.0
202603,100 m2 to 159.9 m2,Hong Kong,472.0
199903,100 m2 to 159.9 m2,Kowloon,188.0
199906,100 m2 to 159.9 m2,Kowloon,187.0
199909,100 m2 to 159.9 m2,Kowloon,188.0
199912,100 m2 to 159.9 m2,Kowloon,183.0
200003,100 m2 to 159.9 m2,Kowloon,190.0
200006,100 m2 to 159.9 m2,Kowloon,183.0
200009,100 m2 to 159.9 m2,Kowloon,196.0
200012,100 m2 to 159.9 m2,Kowloon,210.0
200103,100 m2 to 159.9 m2,Kowloon,265.0
200106,100 m2 to 159.9 m2,Kowloon,234.0
200109,100 m2 to 159.9 m2,Kowloon,225.0
200112,100 m2 to 159.9 m2,Kowloon,203.0
200203,100 m2 to 159.9 m2,Kowloon,198.0
200206,100 m2 to 159.9 m2,Kowloon,206.0
200209,100 m2 to 159.9 m2,Kowloon,193.0
200212,100 m2 to 159.9 m2,Kowloon,177.0
200303,100 m2 to 159.9 m2,Kowloon,178.0
200306,100 m2 to 159.9 m2,Kowloon,188.0
200309,100 m2 to 159.9 m2,Kowloon,163.0
200312,100 m2 to 159.9 m2,Kowloon,160.0
200403,100 m2 to 159.9 m2,Kowloon,151.0
200406,100 m2 to 159.9 m2,Kowloon,163.0
200409,100 m2 to 159.9 m2,Kowloon,201.0
200412,100 m2 to 159.9 m2,Kowloon,216.0
200503,100 m2 to 159.9 m2,Kowloon,198.0
200506,100 m2 to 159.9 m2,Kowloon,181.0
200509,100 m2 to 159.9 m2,Kowloon,220.0
200512,100 m2 to 159.9 m2,Kowloon,213.0
200603,100 m2 to 159.9 m2,Kowloon,180.0
200606,100 m2 to 159.9 m2,Kowloon,212.0
200609,100 m2 to 159.9 m2,Kowloon,233.0
200612,100 m2 to 159.9 m2,Kowloon,235.0
200703,100 m2 to 159.9 m2,Kowloon,236.0
200706,100 m2 to 159.9 m2,Kowloon,217.0
200709,100 m2 to 159.9 m2,Kowloon,243.0
200712,100 m2 to 159.9 m2,Kowloon,253.0
200803,100 m2 to 159.9 m2,Kowloon,279.0
200806,100 m2 to 159.9 m2,Kowloon,269.0
200809,100 m2 to 159.9 m2,Kowloon,328.0
200812,100 m2 to 159.9 m2,Kowloon,278.0
200903,100 m2 to 159.9 m2,Kowloon,230.0
200906,100 m2 to 159.9 m2,Kowloon,222.0
200909,100 m2 to 159.9 m2,Kowloon,261.0
200912,100 m2 to 159.9 m2,Kowloon,236.0
201003,100 m2 to 159.9 m2,Kowloon,260.0
201006,100 m2 to 159.9 m2,Kowloon,300.0
201009,100 m2 to 159.9 m2,Kowloon,298.0
201012,100 m2 to 159.9 m2,Kowloon,280.0
201103,100 m2 to 159.9 m2,Kowloon,292.0
201106,100 m2 to 159.9 m2,Kowloon,307.0
201109,100 m2 to 159.9 m2,Kowloon,303.0
201112,100 m2 to 159.9 m2,Kowloon,288.0
