Time,Class,Value
201206,100 m2 or above,233.6
201209,100 m2 or above,241.3
201212,100 m2 or above,246.8
201303,100 m2 or above,250.8
201306,100 m2 or above,250.0
201309,100 m2 or above,250.3
201312,100 m2 or above,248.2
201403,100 m2 or above,245.1
201406,100 m2 or above,247.7
201409,100 m2 or above,254.5
201412,100 m2 or above,261.7
201503,100 m2 or above,269.9
201506,100 m2 or above,275.9
201509,100 m2 or above,280.0
201512,100 m2 or above,267.2
201603,100 m2 or above,259.3
201606,100 m2 or above,261.6
201609,100 m2 or above,268.2
201612,100 m2 or above,279.5
201703,100 m2 or above,284.0
201706,100 m2 or above,294.0
201709,100 m2 or above,299.6
201712,100 m2 or above,307.4
201803,100 m2 or above,317.6
201806,100 m2 or above,326.6
201809,100 m2 or above,329.7
201812,100 m2 or above,311.9
201903,100 m2 or above,317.2
201906,100 m2 or above,333.4
201909,100 m2 or above,328.7
201912,100 m2 or above,318.1
202003,100 m2 or above,314.3
202006,100 m2 or above,317.3
202009,100 m2 or above,317.9
202012,100 m2 or above,312.6
202103,100 m2 or above,320.6
202106,100 m2 or above,329.7
202109,100 m2 or above,332.7
202112,100 m2 or above,331.2
202203,100 m2 or above,314.7
202206,100 m2 or above,316.2
202209,100 m2 or above,312.1
202212,100 m2 or above,304.4
202303,100 m2 or above,306.3
202306,100 m2 or above,309.1
202309,100 m2 or above,297.4
202312,100 m2 or above,283.1
202403,100 m2 or above,277.0
202406,100 m2 or above,279.6
202409,100 m2 or above,269.1
202412,100 m2 or above,266.9
202503,100 m2 or above,261.6
202506,100 m2 or above,261.7
202509,100 m2 or above,264.0
202512,100 m2 or above,270.2
202603,100 m2 or above,277.1
197912,All Classes,16.5
198003,All Classes,18.4
198006,All Classes,18.4
198009,All Classes,20.3
198012,All Classes,22.4
198103,All Classes,24.3
198106,All Classes,24.4
198109,All Classes,24.6
198112,All Classes,24.1
198203,All Classes,22.5
198206,All Classes,21.7
198209,All Classes,20.6
198212,All Classes,19.5
198303,All Classes,18.5
198306,All Classes,18.6
198309,All Classes,17.9
198312,All Classes,17.0
198403,All Classes,17.5
198406,All Classes,17.6
198409,All Classes,16.7
198412,All Classes,16.9
198503,All Classes,17.6
198506,All Classes,18.5
198509,All Classes,19.6
198512,All Classes,20.3
198603,All Classes,20.4
198606,All Classes,20.6
198609,All Classes,21.6
198612,All Classes,22.7
198703,All Classes,24.6
198706,All Classes,26.2
198709,All Classes,27.1
198712,All Classes,27.3
198803,All Classes,28.3
198806,All Classes,30.8
198809,All Classes,33.0
198812,All Classes,35.3
198903,All Classes,39.4
198906,All Classes,40.8
198909,All Classes,39.2
198912,All Classes,41.4
199003,All Classes,42.8
199006,All Classes,43.7
199009,All Classes,45.3
199012,All Classes,47.3
199103,All Classes,49.6
199106,All Classes,56.0
199109,All Classes,65.5
199112,All Classes,73.2
199203,All Classes,79.6
199206,All Classes,86.8
199209,All Classes,88.7
199212,All Classes,85.7
199303,All Classes,85.1
199306,All Classes,91.0
199309,All Classes,97.9
199312,All Classes,98.0
199403,All Classes,112.9
199406,All Classes,116.8
199409,All Classes,115.9
199412,All Classes,114.0
199503,All Classes,111.9
199506,All Classes,110.3
199509,All Classes,104.3
199512,All Classes,102.6
199603,All Classes,108.8
199606,All Classes,113.5
199609,All Classes,116.7
199612,All Classes,128.5
199703,All Classes,153.1
199706,All Classes,167.1
199709,All Classes,169.5
199712,All Classes,162.8
199803,All Classes,139.7
199806,All Classes,124.8
199809,All Classes,103.7
199812,All Classes,100.2
199903,All Classes,102.5
199906,All Classes,102.4
199909,All Classes,99.7
199912,All Classes,95.3
200003,All Classes,96.8
200006,All Classes,90.1
200009,All Classes,87.3
200012,All Classes,84.2
200103,All Classes,81.0
200106,All Classes,81.2
200109,All Classes,78.6
200112,All Classes,73.8
200203,All Classes,73.8
200206,All Classes,72.2
200209,All Classes,68.6
200212,All Classes,65.1
200303,All Classes,62.7
200306,All Classes,59.8
200309,All Classes,59.3
200312,All Classes,64.4
200403,All Classes,73.6
200406,All Classes,77.2
200409,All Classes,77.8
200412,All Classes,83.4
200503,All Classes,89.9
200506,All Classes,94.5
200509,All Classes,93.6
200512,All Classes,90.1
200603,All Classes,91.5
200606,All Classes,93.2
200609,All Classes,92.7
200612,All Classes,93.3
200703,All Classes,96.6
200706,All Classes,100.3
200709,All Classes,104.0
200712,All Classes,113.2
200803,All Classes,125.0
200806,All Classes,125.9
200809,All Classes,123.2
200812,All Classes,108.0
200903,All Classes,108.0
200906,All Classes,117.1
200909,All Classes,127.1
200912,All Classes,132.9
201003,All Classes,140.8
201006,All Classes,146.4
201009,All Classes,154.1
201012,All Classes,162.3
201103,All Classes,175.1
201106,All Classes,185.8
201109,All Classes,185.2
201112,All Classes,182.1
201203,All Classes,185.3
201206,All Classes,202.3
201209,All Classes,211.6
201212,All Classes,225.7
201303,All Classes,237.5
201306,All Classes,241.2
201309,All Classes,245.6
201312,All Classes,245.2
201403,All Classes,244.2
201406,All Classes,247.6
201409,All Classes,261.3
201412,All Classes,274.3
201503,All Classes,289.2
201506,All Classes,299.2
201509,All Classes,305.2
201512,All Classes,293.6
201603,All Classes,274.7
201606,All Classes,275.2
201609,All Classes,288.4
201612,All Classes,306.1
201703,All Classes,315.0
201706,All Classes,333.2
201709,All Classes,339.3
201712,All Classes,348.0
201803,All Classes,364.3
201806,All Classes,383.8
201809,All Classes,392.9
201812,All Classes,368.3
201903,All Classes,368.9
201906,All Classes,394.3
201909,All Classes,387.7
201912,All Classes,380.9
202003,All Classes,377.2
202006,All Classes,383.4
202009,All Classes,383.5
202012,All Classes,380.6
202103,All Classes,385.5
202106,All Classes,393.0
202109,All Classes,397.9
202112,All Classes,394.5
202203,All Classes,385.3
202206,All Classes,384.1
202209,All Classes,368.3
202212,All Classes,341.0
202303,All Classes,345.8
202306,All Classes,350.6
202309,All Classes,336.7
202312,All Classes,316.3
202403,All Classes,305.9
202406,All Classes,305.9
202409,All Classes,292.5
202412,All Classes,290.6
202503,All Classes,285.9
202506,All Classes,286.6
202509,All Classes,290.1
202512,All Classes,297.7
202603,All Classes,308.4
