地區,區域,屋苑,屋苑英文,落成年份,成交宗數,中位呎價,中位售價,最細面積,最大面積,細節連結
油尖旺區,九龍,港灣豪庭 1期,Metro Harbour View Phase 1,2002,9,18006,6600000,321,601,https://hk.centanet.com/findproperty/transaction-detail/港灣豪庭-1期_26072300810181
油尖旺區,九龍,富榮花園,Charming Garden,1998,9,11369,5800000,431,592,https://hk.centanet.com/findproperty/transaction-detail/富榮花園_26072301890042
油尖旺區,九龍,浪澄灣,The Long Beach,2004,8,18728,10500000,546,823,https://hk.centanet.com/findproperty/transaction-detail/浪澄灣_26072100270054
油尖旺區,九龍,君匯港,Harbour Green,2006,6,19856,10775000,478,1362,https://hk.centanet.com/findproperty/transaction-detail/君匯港_IHB202607S0075
油尖旺區,九龍,Skypark,Skypark,2016,6,16532,5915000,309,407,https://hk.centanet.com/findproperty/transaction-detail/Skypark_26072201890030
油尖旺區,九龍,瓏璽,Imperial Cullinan,2011,6,24884,24180000,524,1309,https://hk.centanet.com/findproperty/transaction-detail/瓏璽_26072000380366
油尖旺區,九龍,凱旋門,The Arch,2005,6,33135,13900000,398,846,https://hk.centanet.com/findproperty/transaction-detail/凱旋門_26070900320100
油尖旺區,九龍,奧柏．御峯,Park Summit,2012,5,17045,4500000,264,1023,https://hk.centanet.com/findproperty/transaction-detail/奧柏．御峯_26071402100047
油尖旺區,九龍,柏景灣 1期,Park Avenue Phase 1,2001,4,22063,11604000,449,848,https://hk.centanet.com/findproperty/transaction-detail/柏景灣-1期_MH1202607S0213
油尖旺區,九龍,大同新邨,Cosmopolitan Estates,1975,4,10158,3770000,326,425,https://hk.centanet.com/findproperty/transaction-detail/大同新邨_26072300180013
油尖旺區,九龍,翠園大樓,Tsui Yuen Mansion,1964,4,6608,3700000,427,652,https://hk.centanet.com/findproperty/transaction-detail/翠園大樓_26072300370108
油尖旺區,九龍,中美樓,Chung Mei Building,1966,4,6525,2779000,400,488,https://hk.centanet.com/findproperty/transaction-detail/中美樓_26072300370112
油尖旺區,九龍,凱帆軒,Hampton Place,2003,4,18738,8330000,426,469,https://hk.centanet.com/findproperty/transaction-detail/凱帆軒_26072202020122
油尖旺區,九龍,天璽,The Cullinan,2007,4,34978,20400000,531,997,https://hk.centanet.com/findproperty/transaction-detail/天璽_26072000560063
油尖旺區,九龍,海桃灣,Florient Rise,2008,4,21536,15705000,509,806,https://hk.centanet.com/findproperty/transaction-detail/海桃灣_YN6202607S0099
油尖旺區,九龍,一號銀海,One Silversea,2006,4,25037,17840000,665,781,https://hk.centanet.com/findproperty/transaction-detail/一號銀海_26071402060198
油尖旺區,九龍,金勳大廈,Honour House,1969,4,7624,3494000,386,509,https://hk.centanet.com/findproperty/transaction-detail/金勳大廈_26070900150110
油尖旺區,九龍,利奧坊．曉岸,Eltanin‧Square Mile,2017,3,19727,5050000,194,390,https://hk.centanet.com/findproperty/transaction-detail/利奧坊．曉岸_KVW2202607S0053
油尖旺區,九龍,擎天半島 1期,Sorrento Phase 1,2002,3,26420,22000000,757,856,https://hk.centanet.com/findproperty/transaction-detail/擎天半島-1期_NEY202607S0157
油尖旺區,九龍,御金．國峰,The Coronation,2012,3,18722,8500000,454,928,https://hk.centanet.com/findproperty/transaction-detail/御金．國峰_26072200230016
油尖旺區,九龍,駿發花園,Prosperous Garden,1991,3,13180,6300000,478,700,https://hk.centanet.com/findproperty/transaction-detail/駿發花園_26072200390112
油尖旺區,九龍,帝峰．皇殿,The Hermitage,2010,3,24184,18380000,531,827,https://hk.centanet.com/findproperty/transaction-detail/帝峰．皇殿_HCJ202607S0164
油尖旺區,九龍,Grand Austin,Grand Austin,2014,3,27555,24000000,580,1301,https://hk.centanet.com/findproperty/transaction-detail/Grand-Austin_26072102090127
油尖旺區,九龍,順景大廈,Shun King Building,1978,3,10570,2580000,216,263,https://hk.centanet.com/findproperty/transaction-detail/順景大廈_26072001620021
油尖旺區,九龍,柏景灣 2期 帝柏海灣,Park Avenue Central Park,2001,3,22149,14250000,469,1014,https://hk.centanet.com/findproperty/transaction-detail/柏景灣-帝柏海灣_26072001700155
油尖旺區,九龍,君臨天下,The Harbourside,2003,3,31684,33300000,1015,1062,https://hk.centanet.com/findproperty/transaction-detail/君臨天下_26071700220097
油尖旺區,九龍,長旺大廈,Cheong Wang Mansion,1970,3,8927,1900000,210,238,https://hk.centanet.com/findproperty/transaction-detail/長旺大廈_26071700280241
油尖旺區,九龍,中耀樓,Chung Yew Building,1970,3,7470,3000000,332,541,https://hk.centanet.com/findproperty/transaction-detail/中耀樓_26071700280675
油尖旺區,九龍,嘉和大廈,Ka Woo Building,1980,3,10571,5000000,473,473,https://hk.centanet.com/findproperty/transaction-detail/嘉和大廈_26071600120470
油尖旺區,九龍,利奧坊．曦岸,Aquila.Square Mile,2021,3,20000,3880000,193,197,https://hk.centanet.com/findproperty/transaction-detail/利奧坊．曦岸_26071301560269
油尖旺區,九龍,維港灣,Island Harbourview,2000,3,16181,11537000,713,786,https://hk.centanet.com/findproperty/transaction-detail/維港灣_26071301740148
油尖旺區,九龍,利奧坊．壹隅,The Quinn ‧ Square Mile,2024,3,21390,4750000,187,405,https://hk.centanet.com/findproperty/transaction-detail/利奧坊．壹隅_FYB202605S0889
油尖旺區,九龍,One Soho,One Soho,2023,3,19519,6750000,285,374,https://hk.centanet.com/findproperty/transaction-detail/One-Soho_26071000840066
油尖旺區,九龍,富麗閣,Fortune Court,1985,3,12251,2830000,214,231,https://hk.centanet.com/findproperty/transaction-detail/富麗閣_26071001220010
油尖旺區,九龍,港灣豪庭 2期,Metro Harbour View Phase 2,2003,3,16897,5880000,347,369,https://hk.centanet.com/findproperty/transaction-detail/港灣豪庭-2期_KPJ1202606S0233
油尖旺區,九龍,仁賢大廈,Yen Yin Building,1979,2,12440,2575000,207,207,https://hk.centanet.com/findproperty/transaction-detail/仁賢大廈_26072300370091
油尖旺區,九龍,重慶大廈,Chungking Mansion,1961,2,3326,2275000,684,684,https://hk.centanet.com/findproperty/transaction-detail/重慶大廈_26072300510125
油尖旺區,九龍,寶興大樓,Po Hing Building,1970,2,7811,2900000,335,420,https://hk.centanet.com/findproperty/transaction-detail/寶興大樓_26072301310126
油尖旺區,九龍,花墟道60號,60 Flower Market Road,1948,2,6772,5160000,762,762,https://hk.centanet.com/findproperty/transaction-detail/花墟道60號_26072302030175
油尖旺區,九龍,麗星大廈,Lai Shing Building,1963,2,5604,3700000,547,733,https://hk.centanet.com/findproperty/transaction-detail/麗星大廈_26072200270177
油尖旺區,九龍,利奧坊．凱岸,Cetus‧Square Mile,2019,2,20358,5069000,249,249,https://hk.centanet.com/findproperty/transaction-detail/利奧坊．凱岸_FYB202607S0142
油尖旺區,九龍,漾日居 2期,The Waterfront Phase 2,2000,2,23970,24990000,930,1135,https://hk.centanet.com/findproperty/transaction-detail/漾日居-2期_KTU7202607S0068
油尖旺區,九龍,奧城．西岸,Upper West,2016,2,18720,10005000,442,608,https://hk.centanet.com/findproperty/transaction-detail/奧城．西岸_YTM202607S0137
油尖旺區,九龍,安康大廈,On Hong Building,1984,2,12894,3025000,231,238,https://hk.centanet.com/findproperty/transaction-detail/安康大廈_26072000170075
油尖旺區,九龍,文蔚樓,Man Wai Building,1965,2,7832,5150000,565,745,https://hk.centanet.com/findproperty/transaction-detail/文蔚樓_26072000260021
油尖旺區,九龍,形品．星寓,Lime Stardom,2011,2,16658,6430000,386,386,https://hk.centanet.com/findproperty/transaction-detail/形品．星寓_26072001440106
油尖旺區,九龍,文英樓,Man Ying Building,1964,2,7592,4650000,565,665,https://hk.centanet.com/findproperty/transaction-detail/文英樓_26071700240078
油尖旺區,九龍,Larchwood,Larchwood,2024,2,17918,4065000,203,250,https://hk.centanet.com/findproperty/transaction-detail/Larchwood_26071700580136
油尖旺區,九龍,金巴利道26號,No. 26 Kimberley Road,2004,2,16913,5725000,334,343,https://hk.centanet.com/findproperty/transaction-detail/金巴利道26號_26071700800018
油尖旺區,九龍,長寧大廈,Cheung (Cheong) Ling Mansion,1965,2,7020,5800000,780,865,https://hk.centanet.com/findproperty/transaction-detail/長寧大廈_26071600670052
油尖旺區,九龍,華源大廈,Tsim Sha Tsui Mansion,1961,2,8296,4375000,464,586,https://hk.centanet.com/findproperty/transaction-detail/華源大廈_26071600670277
油尖旺區,九龍,衛理苑,Wylie Court,1985,2,20104,27803240,1383,1383,https://hk.centanet.com/findproperty/transaction-detail/衛理苑_26071601280019
油尖旺區,九龍,別樹華軒,Bijou Apartments,2003,2,17578,4620000,242,286,https://hk.centanet.com/findproperty/transaction-detail/別樹華軒_26071500220379
油尖旺區,九龍,文苑樓,Man Yuen Building,1964,2,7549,4265000,565,565,https://hk.centanet.com/findproperty/transaction-detail/文苑樓_26071500270164
油尖旺區,九龍,得寶大廈,Tak Bo Building,1979,2,9927,3950000,389,407,https://hk.centanet.com/findproperty/transaction-detail/得寶大廈_26071500850053
油尖旺區,九龍,The Austin,The Austin,2014,2,29106,16909000,512,646,https://hk.centanet.com/findproperty/transaction-detail/The-Austin_26071500930352
油尖旺區,九龍,豪華閣,Luxury Court,1985,2,11708,3255000,278,278,https://hk.centanet.com/findproperty/transaction-detail/豪華閣_26071501140010
油尖旺區,九龍,長豐大廈,Cheong Fung Mansion,1966,2,5194,2252000,432,436,https://hk.centanet.com/findproperty/transaction-detail/長豐大廈_26071501900377
油尖旺區,九龍,洗衣街215號,215 Sai Yee Street,1957,2,7878,6790000,807,915,https://hk.centanet.com/findproperty/transaction-detail/洗衣街215號_26071301950306
油尖旺區,九龍,洗衣街221號,221 Sai Yee Street,1957,2,7953,7070000,889,889,https://hk.centanet.com/findproperty/transaction-detail/洗衣街221號_26071301950331
油尖旺區,九龍,奧朗．御峰,Park Ivy,2014,2,15155,4880000,322,322,https://hk.centanet.com/findproperty/transaction-detail/奧朗．御峰_26071001660011
油尖旺區,九龍,富裕臺,Fortune Terrace,1978,2,13614,8250000,606,606,https://hk.centanet.com/findproperty/transaction-detail/富裕臺_26070900310425
油尖旺區,九龍,兆豐大廈,Shui Fung Building,1982,2,10582,2635000,249,249,https://hk.centanet.com/findproperty/transaction-detail/兆豐大廈_26070901810046
油尖旺區,九龍,鴻光大廈,Hung Kwong Building,1979,2,11092,4790000,412,452,https://hk.centanet.com/findproperty/transaction-detail/鴻光大廈_26070801910519
油尖旺區,九龍,怡輝大樓,Yee Fai Building,1963,2,7871,3375000,360,518,https://hk.centanet.com/findproperty/transaction-detail/怡輝大樓_26070701190027
油尖旺區,九龍,澤豐大廈,Chak Fung House,1966,2,6980,3830000,540,558,https://hk.centanet.com/findproperty/transaction-detail/澤豐大廈_26070301620283
油尖旺區,九龍,鴻都大廈,Concord Building,1984,2,13984,4390000,310,318,https://hk.centanet.com/findproperty/transaction-detail/鴻都大廈_26063000360229
油尖旺區,九龍,百利達廣場,Paradise Square,2003,2,15363,6925000,368,546,https://hk.centanet.com/findproperty/transaction-detail/百利達廣場_26063000490040
油尖旺區,九龍,逸新,Novi,2019,2,17394,3140000,179,182,https://hk.centanet.com/findproperty/transaction-detail/逸新_26063001680045
油尖旺區,九龍,美麗都大廈,Mirador Mansion,1959,2,6200,3130000,388,662,https://hk.centanet.com/findproperty/transaction-detail/美麗都大廈_26062600970078
油尖旺區,九龍,麥花臣匯,Macpherson Place,2012,1,15114,8388000,555,555,https://hk.centanet.com/findproperty/transaction-detail/麥花臣匯_26072300110012
油尖旺區,九龍,中原樓,Chung Yuen Building,1966,1,8418,2500000,297,297,https://hk.centanet.com/findproperty/transaction-detail/中原樓_26072300180024
油尖旺區,九龍,祐安閣,Yau On Court,2003,1,13208,4200000,318,318,https://hk.centanet.com/findproperty/transaction-detail/祐安閣_26072300660032
油尖旺區,九龍,喜滿懷大廈,Hilmanway Mansion,1981,1,11894,3580000,301,301,https://hk.centanet.com/findproperty/transaction-detail/喜滿懷大廈_26072300660066
油尖旺區,九龍,都會軒,The Metropolis Residence,2002,1,18647,8652000,464,464,https://hk.centanet.com/findproperty/transaction-detail/都會軒_26072300810162
油尖旺區,九龍,豐樂大廈,Windsor Mansions,1960,1,8257,6300000,763,763,https://hk.centanet.com/findproperty/transaction-detail/豐樂大廈_26072301840308
油尖旺區,九龍,旭威閣,Profit Nice Mansion,1999,1,17647,3300000,187,187,https://hk.centanet.com/findproperty/transaction-detail/旭威閣_26072301840409
油尖旺區,九龍,大南花園,Tai Nan Garden,1993,1,10500,2268000,216,216,https://hk.centanet.com/findproperty/transaction-detail/大南花園_26072200610056
油尖旺區,九龍,白加士街66號,66 Parkes Street,1964,1,6656,4000000,601,601,https://hk.centanet.com/findproperty/transaction-detail/白加士街66號_26072201220021
油尖旺區,九龍,華豐大廈,New Lucky House,1964,1,5458,3280000,601,601,https://hk.centanet.com/findproperty/transaction-detail/華豐大廈_26072202050247
油尖旺區,九龍,君頤峰,Parc Palais,2004,1,21523,32500000,1510,1510,https://hk.centanet.com/findproperty/transaction-detail/君頤峰_BDP202607S0153
油尖旺區,九龍,偉利閣,Willie Court,1982,1,10989,3000000,273,273,https://hk.centanet.com/findproperty/transaction-detail/偉利閣_26072100510128
油尖旺區,九龍,僑豐大廈,Kiu Fung Mansion,1963,1,7075,4500000,636,636,https://hk.centanet.com/findproperty/transaction-detail/僑豐大廈_26072101160053
油尖旺區,九龍,好望角大廈,Good Hope Building,1971,1,7899,5150000,652,652,https://hk.centanet.com/findproperty/transaction-detail/好望角大廈_26072102100051
油尖旺區,九龍,金冠樓,Kam Kun House,1972,1,7021,2380000,339,339,https://hk.centanet.com/findproperty/transaction-detail/金冠樓_26072000110721
油尖旺區,九龍,通菜街165號,165 Tung Choi Street,1970,1,6410,4000000,624,624,https://hk.centanet.com/findproperty/transaction-detail/通菜街165號_26072000111080
油尖旺區,九龍,基隆街101A號,101A Ki Lung Street,1971,1,7210,1680000,233,233,https://hk.centanet.com/findproperty/transaction-detail/基隆街101A號_26072000170046
油尖旺區,九龍,連城閣,Lising Court,1979,1,10883,3820000,351,351,https://hk.centanet.com/findproperty/transaction-detail/連城閣_26072000170058
油尖旺區,九龍,百安大廈,Pak On Building,1963,1,8759,6000000,685,685,https://hk.centanet.com/findproperty/transaction-detail/百安大廈_26072000180033
油尖旺區,九龍,長輝大廈,Cheong Fai Mansion,1968,1,8950,1960000,219,219,https://hk.centanet.com/findproperty/transaction-detail/長輝大廈_26072000310017
油尖旺區,九龍,新填地街490號,490 Reclamation Street,1963,1,4977,2135000,429,429,https://hk.centanet.com/findproperty/transaction-detail/新填地街490號_26072000550053
油尖旺區,九龍,賀賢居,Nelson Court,2001,1,16853,9050000,537,537,https://hk.centanet.com/findproperty/transaction-detail/賀賢居_26072000950101
油尖旺區,九龍,東角樓,Tung Kok Building,1963,1,4637,2680000,578,578,https://hk.centanet.com/findproperty/transaction-detail/東角樓_26072001050020
油尖旺區,九龍,根德大廈,Kent Building,1966,1,6286,2200000,350,350,https://hk.centanet.com/findproperty/transaction-detail/根德大廈_26072001350307
油尖旺區,九龍,寶寧大樓,Po Ling Building,1962,1,5147,2800000,544,544,https://hk.centanet.com/findproperty/transaction-detail/寶寧大樓_EWA202607S0076
油尖旺區,九龍,廟街201號,201 Temple Street,1963,1,6972,3200000,459,459,https://hk.centanet.com/findproperty/transaction-detail/廟街201號_26071700280167
油尖旺區,九龍,快富街1K號,1K Fife Street,1962,1,6660,3130000,470,470,https://hk.centanet.com/findproperty/transaction-detail/快富街1K號_26071700280238
油尖旺區,九龍,廣東道1021號,1021 Canton Road,1962,1,6109,3250000,532,532,https://hk.centanet.com/findproperty/transaction-detail/廣東道1021號_26071700280554
油尖旺區,九龍,白加士街85號,85 Parkes Street,1960,1,7835,3800000,485,485,https://hk.centanet.com/findproperty/transaction-detail/白加士街85號_26071700280644
油尖旺區,九龍,東匯大廈,Tung Wui Building,1979,1,11034,3200000,290,290,https://hk.centanet.com/findproperty/transaction-detail/東匯大廈_26071700340026
油尖旺區,九龍,威發大廈,Wai Fat Building,1980,1,12741,3300000,259,259,https://hk.centanet.com/findproperty/transaction-detail/威發大廈_26071700560040
油尖旺區,九龍,上海大廈,Shanghai Building,1973,1,8947,3400000,380,380,https://hk.centanet.com/findproperty/transaction-detail/上海大廈_26071701040051
油尖旺區,九龍,新填地街250號,250 Reclamation Street,1972,1,6842,2340000,342,342,https://hk.centanet.com/findproperty/transaction-detail/新填地街250號_26071701830142
油尖旺區,九龍,美星樓,Mei Shing Building,1965,1,6863,4070000,593,593,https://hk.centanet.com/findproperty/transaction-detail/美星樓_26071600141187
油尖旺區,九龍,泰安閣,Tai On Court,1980,1,9700,4200000,433,433,https://hk.centanet.com/findproperty/transaction-detail/泰安閣_26071600340451
油尖旺區,九龍,百匯軒,Cite 33,2008,1,14074,9500000,675,675,https://hk.centanet.com/findproperty/transaction-detail/百匯軒_26071600670066
油尖旺區,九龍,德利大廈,Tak Lee Building,1978,1,10676,2210000,207,207,https://hk.centanet.com/findproperty/transaction-detail/德利大廈_26071600670129
油尖旺區,九龍,半島大廈,Peninsula Apartments,1958,1,9189,8500000,925,925,https://hk.centanet.com/findproperty/transaction-detail/半島大廈_26071600830046
油尖旺區,九龍,榮德大廈,Wing Tak Building,1965,1,6262,3200000,511,511,https://hk.centanet.com/findproperty/transaction-detail/榮德大廈_26071601000023
油尖旺區,九龍,新填地街32號,32 Reclamation Street,1964,1,5556,2650000,477,477,https://hk.centanet.com/findproperty/transaction-detail/新填地街32號_26071601650054
油尖旺區,九龍,興旺大廈,Hing Wong Mansion,1964,1,5912,3500000,592,592,https://hk.centanet.com/findproperty/transaction-detail/興旺大廈_26071500460013
油尖旺區,九龍,華偉大廈,Wah Wai Mansion,1980,1,11048,3480000,315,315,https://hk.centanet.com/findproperty/transaction-detail/華偉大廈_26071500850064
油尖旺區,九龍,福明大廈,Fuk Ming Building,1974,1,9122,2700000,296,296,https://hk.centanet.com/findproperty/transaction-detail/福明大廈_26071501050014
油尖旺區,九龍,上海街430號,430 Shanghai Street,1969,1,6289,2000000,318,318,https://hk.centanet.com/findproperty/transaction-detail/上海街430號_26071502130064
油尖旺區,九龍,先施大廈,Sincere House,1963,1,5650,4000000,708,708,https://hk.centanet.com/findproperty/transaction-detail/先施大廈_26071400210010
油尖旺區,九龍,仁歡花園,Happy Garden,1984,1,9404,3000000,319,319,https://hk.centanet.com/findproperty/transaction-detail/仁歡花園_26071400250737
油尖旺區,九龍,美邦大廈,May Pont House,1977,1,9236,3048000,330,330,https://hk.centanet.com/findproperty/transaction-detail/美邦大廈_26071400680055
油尖旺區,九龍,擎天半島 2期,Sorrento Phase 2,2003,1,26901,28300000,1052,1052,https://hk.centanet.com/findproperty/transaction-detail/擎天半島-2期_26071401790061
油尖旺區,九龍,厚福街10A號,10A Hau Fook Street,1962,1,6189,4320000,698,698,https://hk.centanet.com/findproperty/transaction-detail/厚福街10A號_26071401940010
油尖旺區,九龍,花園街230號,230 Fa Yuen Street,1955,1,7486,5330000,712,712,https://hk.centanet.com/findproperty/transaction-detail/花園街230號_26071402010039
油尖旺區,九龍,花園街224號,224 Fa Yuen Street,1955,1,7756,5600000,722,722,https://hk.centanet.com/findproperty/transaction-detail/花園街224號_26071402010051
油尖旺區,九龍,旺角大樓,Mong Kok Building,1962,1,7210,3980000,552,552,https://hk.centanet.com/findproperty/transaction-detail/旺角大樓_26071402040029
油尖旺區,九龍,爵士花園,The Regalia,1995,1,13970,12000000,859,859,https://hk.centanet.com/findproperty/transaction-detail/爵士花園_26071402190014
油尖旺區,九龍,永信大樓,Wing Shun Building,1961,1,8889,1600000,180,180,https://hk.centanet.com/findproperty/transaction-detail/永信大樓_26071300030040
油尖旺區,九龍,文豪閣,Man Hoo Court,1978,1,9153,4000000,437,437,https://hk.centanet.com/findproperty/transaction-detail/文豪閣_26071300250161
油尖旺區,九龍,金國中心,The Platinum,2004,1,17557,3880000,221,221,https://hk.centanet.com/findproperty/transaction-detail/金國中心_26071300700296
油尖旺區,九龍,依利大廈,Lisa House,1973,1,8367,4100000,490,490,https://hk.centanet.com/findproperty/transaction-detail/依利大廈_26071301020051
油尖旺區,九龍,快富閣,Fife Court,1994,1,11290,3500000,310,310,https://hk.centanet.com/findproperty/transaction-detail/快富閣_26071301300059
油尖旺區,九龍,西洋菜南街62-64號,62-64 Sai Yeung Choi Street South,1962,1,6404,2600000,406,406,https://hk.centanet.com/findproperty/transaction-detail/西洋菜南街62-64號_26071301330304
油尖旺區,九龍,中興樓,Chung Hing Building,1966,1,7583,1820000,240,240,https://hk.centanet.com/findproperty/transaction-detail/中興樓_26071301450030
油尖旺區,九龍,僑明大廈,Kiu Ming Mansion,1967,1,8696,3400000,391,391,https://hk.centanet.com/findproperty/transaction-detail/僑明大廈_26071301780275
油尖旺區,九龍,洗衣街217號,217 Sai Yee Street,1957,1,7986,6900000,864,864,https://hk.centanet.com/findproperty/transaction-detail/洗衣街217號_26071301950285
油尖旺區,九龍,洗衣街219號,219 Sai Yee Street,1957,1,7929,6970000,879,879,https://hk.centanet.com/findproperty/transaction-detail/洗衣街219號_26071301950346
油尖旺區,九龍,平安大樓,Alhambra Building,1960,1,5995,4400000,734,734,https://hk.centanet.com/findproperty/transaction-detail/平安大樓_26071000200754
油尖旺區,九龍,華新大廈,Wah Sun Building,1978,1,9422,3260000,346,346,https://hk.centanet.com/findproperty/transaction-detail/華新大廈_26071000310027
油尖旺區,九龍,金旺閣,King Wang Heights,1981,1,13240,3800000,287,287,https://hk.centanet.com/findproperty/transaction-detail/金旺閣_26071000330562
油尖旺區,九龍,砵蘭街大廈,Portland Building,1967,1,9873,2330000,236,236,https://hk.centanet.com/findproperty/transaction-detail/砵蘭街大廈_26071000790060
油尖旺區,九龍,洋松街69號,69 Larch Street,1959,1,6207,1260000,203,203,https://hk.centanet.com/findproperty/transaction-detail/洋松街69號_26071000840036
油尖旺區,九龍,富多來新邨 2期,Fu Tor Loy Sun Chuen Phase 2,1980,1,10140,2890000,285,285,https://hk.centanet.com/findproperty/transaction-detail/富多來新邨-2期_26071001120062
油尖旺區,九龍,天文閣,Tin Man Court,1977,1,9524,3600000,378,378,https://hk.centanet.com/findproperty/transaction-detail/天文閣_26071001690022
油尖旺區,九龍,怡寧閣,Elaine Court,1986,1,13008,3330000,256,256,https://hk.centanet.com/findproperty/transaction-detail/怡寧閣_26071001820055
油尖旺區,九龍,亮賢居,Shining Heights,2008,1,15294,8580000,561,561,https://hk.centanet.com/findproperty/transaction-detail/亮賢居_26071002100172
油尖旺區,九龍,廣東道1188-1190A號,1188-1190A Canton Road,1973,1,11673,2930000,251,251,https://hk.centanet.com/findproperty/transaction-detail/廣東道1188-1190A號_26070900270080
油尖旺區,九龍,通菜街57號,57 Tung Choi Street,1958,1,4559,2690000,590,590,https://hk.centanet.com/findproperty/transaction-detail/通菜街57號_26070901430048
油尖旺區,九龍,金唐大廈,Kam Tong Building,1981,1,12297,2730000,222,222,https://hk.centanet.com/findproperty/transaction-detail/金唐大廈_26070800490146
油尖旺區,九龍,富榮樓,Fu Wing Building,1979,1,10256,2800000,273,273,https://hk.centanet.com/findproperty/transaction-detail/富榮樓_26070800710017
油尖旺區,九龍,鴻威大廈,Hung Wai Building,1984,1,14379,4400000,306,306,https://hk.centanet.com/findproperty/transaction-detail/鴻威大廈_26070800850016
油尖旺區,九龍,廣基大廈,Top Jade Mansion,1992,1,12168,3480000,286,286,https://hk.centanet.com/findproperty/transaction-detail/廣基大廈_26070800930202
油尖旺區,九龍,海富苑,Hoi Fu Court,2000,1,12582,2680000,213,213,https://hk.centanet.com/findproperty/transaction-detail/海富苑_26070801890013
油尖旺區,九龍,花園街108號,108 Fa Yuen Street,1964,1,6319,4000000,633,633,https://hk.centanet.com/findproperty/transaction-detail/花園街108號_26070802040013
油尖旺區,九龍,天文臺道16號,16 Observatory Road,1955,1,5634,3600000,639,639,https://hk.centanet.com/findproperty/transaction-detail/天文臺道16號_26070700150044
油尖旺區,九龍,旺角道25號,25 Mong Kok Road,1969,1,6000,1260000,210,210,https://hk.centanet.com/findproperty/transaction-detail/旺角道25號_26070700260017
油尖旺區,九龍,偉基樓,Wai Kee House,1965,1,8763,4478000,511,511,https://hk.centanet.com/findproperty/transaction-detail/偉基樓_26070700990030
油尖旺區,九龍,源發大廈,Yuen Fat Building,1965,1,8621,3500000,406,406,https://hk.centanet.com/findproperty/transaction-detail/源發大廈_26070701310012
油尖旺區,九龍,新填地街607號,607 Reclamation Street,1963,1,5888,2950000,501,501,https://hk.centanet.com/findproperty/transaction-detail/新填地街607號_26070702040015
油尖旺區,九龍,I-Home,I-Home,2009,1,15414,8000000,519,519,https://hk.centanet.com/findproperty/transaction-detail/I-Home_26070702120074
油尖旺區,九龍,界限大樓,Boundary Building,1966,1,7617,3100000,407,407,https://hk.centanet.com/findproperty/transaction-detail/界限大樓_26070600990019
油尖旺區,九龍,康齡大廈,Honland Building,1976,1,7643,3600000,471,471,https://hk.centanet.com/findproperty/transaction-detail/康齡大廈_26070300390042
油尖旺區,九龍,百祥大廈,Pak Cheung Building,1960,1,4591,2300000,501,501,https://hk.centanet.com/findproperty/transaction-detail/百祥大廈_26070300420056
油尖旺區,九龍,新填地街314號,314 Reclamation Street,1964,1,4405,1850000,420,420,https://hk.centanet.com/findproperty/transaction-detail/新填地街314號_26070300420136
油尖旺區,九龍,窩打老道3A號,3A Waterloo Road,1963,1,4948,4280000,865,865,https://hk.centanet.com/findproperty/transaction-detail/窩打老道3A號_26070300620199
油尖旺區,九龍,金滿閣,King Moon Heights,1981,1,9724,3880000,399,399,https://hk.centanet.com/findproperty/transaction-detail/金滿閣_26070200200089
油尖旺區,九龍,振宜大廈,Chun Yee Building,1966,1,5229,4000000,765,765,https://hk.centanet.com/findproperty/transaction-detail/振宜大廈_26063000170015
油尖旺區,九龍,寶寧大廈,Bell House (Block A-C),1969,1,8468,3980000,470,470,https://hk.centanet.com/findproperty/transaction-detail/寶寧大廈_26063000220035
油尖旺區,九龍,勝興樓,Shing Hing Building,1970,1,7399,3300000,446,446,https://hk.centanet.com/findproperty/transaction-detail/勝興樓_26063000380022
油尖旺區,九龍,華樂大廈,Wah Lok Building,1963,1,7127,3150000,442,442,https://hk.centanet.com/findproperty/transaction-detail/華樂大廈_26063000540164
油尖旺區,九龍,廣東道1042號,1042 Canton Road,1964,1,3919,1830000,467,467,https://hk.centanet.com/findproperty/transaction-detail/廣東道1042號_26063000890029
油尖旺區,九龍,匯萃,The Paseo,2016,1,18091,3980000,220,220,https://hk.centanet.com/findproperty/transaction-detail/匯萃_26063001360101
油尖旺區,九龍,金華大廈,Kam Wah Building,1972,1,9662,4000000,414,414,https://hk.centanet.com/findproperty/transaction-detail/金華大廈_26063001360134
油尖旺區,九龍,新漢大樓,Sun Hon House,1976,1,7601,3010000,396,396,https://hk.centanet.com/findproperty/transaction-detail/新漢大樓_26063001660026
油尖旺區,九龍,新填地街192號,192 Reclamation Street,1959,1,7002,2850000,407,407,https://hk.centanet.com/findproperty/transaction-detail/新填地街192號_26063001890078
油尖旺區,九龍,嘉文花園,Carmen's Garden,1997,1,22475,22880000,1018,1018,https://hk.centanet.com/findproperty/transaction-detail/嘉文花園_26063001890265
油尖旺區,九龍,太子大樓,Prince Edward Building,1960,1,8990,5430000,604,604,https://hk.centanet.com/findproperty/transaction-detail/太子大樓_26063002070014
油尖旺區,九龍,寶亨大廈,Po Hang Building,1983,1,14850,5450000,367,367,https://hk.centanet.com/findproperty/transaction-detail/寶亨大廈_26062900281328
油尖旺區,九龍,萬新大廈,Mansun House,1981,1,10756,3700000,344,344,https://hk.centanet.com/findproperty/transaction-detail/萬新大廈_26062900410208
