地區,區域,屋苑,屋苑英文,落成年份,成交宗數,中位呎價,中位售價,最細面積,最大面積,細節連結
九龍城區,九龍,翠麗苑,Twilight Court,1975,2,14402,6380000,443,443,https://hk.centanet.com/findproperty/transaction-detail/翠麗苑_26071500270178
九龍城區,九龍,碧華花園,Beverly Villa,1980,2,14640,20980000,1211,1607,https://hk.centanet.com/findproperty/transaction-detail/碧華花園_26071500360019
九龍城區,九龍,金富大廈,Peace Building,1980,2,12562,5725000,445,466,https://hk.centanet.com/findproperty/transaction-detail/金富大廈_26071500370332
九龍城區,九龍,天鑄 2期,Ultima Phase 2,2016,2,33025,54800000,1606,1731,https://hk.centanet.com/findproperty/transaction-detail/天鑄-2期_26071500500060
九龍城區,九龍,馬頭角道109號,109 Ma Tau Kok Road,1959,2,6031,4125000,684,684,https://hk.centanet.com/findproperty/transaction-detail/馬頭角道109號_26071501360014
九龍城區,九龍,翠華大廈,Mandarin Court,1961,2,9728,13440000,1238,1561,https://hk.centanet.com/findproperty/transaction-detail/翠華大廈_26071501670188
九龍城區,九龍,海逸豪園 2期 玉庭軒,Laguna Verde Phase 2 Villa Verde,1999,2,14615,8275000,541,592,https://hk.centanet.com/findproperty/transaction-detail/海逸豪園-2期-玉庭軒_26071501870019
九龍城區,九龍,黃埔花園 9期 百合苑,Whampoa Garden Phase 9 Lily Mansions,1989,2,13406,9875000,708,765,https://hk.centanet.com/findproperty/transaction-detail/黃埔花園-9期-百合苑_26071502010019
九龍城區,九龍,半山壹號 2期 富甲半山,Celestial Heights Phase 2,2009,2,19780,22490000,1137,1137,https://hk.centanet.com/findproperty/transaction-detail/半山壹號-2期-富甲半山_26071401790047
九龍城區,九龍,傲形,Axis,2017,2,16796,3800000,205,246,https://hk.centanet.com/findproperty/transaction-detail/傲形_26071301180084
九龍城區,九龍,家維邨,Ka Wai Chuen,1993,2,9030,6050000,670,670,https://hk.centanet.com/findproperty/transaction-detail/家維邨_26071000530070
九龍城區,九龍,尚．珒溋,Upper Riverbank,2021,2,27294,25400000,760,1072,https://hk.centanet.com/findproperty/transaction-detail/尚．珒溋_26071001570110
九龍城區,九龍,曼翹,Mangrove,2022,2,18778,4075000,186,250,https://hk.centanet.com/findproperty/transaction-detail/曼翹_26070900150270
九龍城區,九龍,城輝大廈,Shing Fai Building,1969,2,8600,3500000,407,407,https://hk.centanet.com/findproperty/transaction-detail/城輝大廈_26070900500070
九龍城區,九龍,海逸豪園 4期(IVA) 海逸灣,Laguna Verde Phase 4(4A) Laguna Grande,2001,2,18506,10280000,555,556,https://hk.centanet.com/findproperty/transaction-detail/海逸豪園-4期-海逸灣_26070901500285
九龍城區,九龍,偉恒昌新邨 昌景閣,Wyler Gardens Chong Chien Court,1978,2,11952,5450000,456,456,https://hk.centanet.com/findproperty/transaction-detail/偉恒昌新邨-昌景閣_26070700590101
九龍城區,九龍,喇沙利道3號,3 La Salle Road,1965,1,12460,14080000,1130,1130,https://hk.centanet.com/findproperty/transaction-detail/喇沙利道3號_LPJ202607S0223
九龍城區,九龍,德威大廈 (一期及二期),Tak Wai Mansion (Phase I&II),1965,1,12272,8750000,713,713,https://hk.centanet.com/findproperty/transaction-detail/德威大廈-一期及二期_YY2202607S0209
九龍城區,九龍,The Henley 1期,The Henley Phase 1,2021,1,23056,4980000,216,216,https://hk.centanet.com/findproperty/transaction-detail/The-Henley-1期_EED202607S0165
九龍城區,九龍,寶能閣,Boland Court,1975,1,13333,7080000,531,531,https://hk.centanet.com/findproperty/transaction-detail/寶能閣_LX9202607S0062
九龍城區,九龍,嘉景花園,Grandview Garden,1994,1,15113,5350000,354,354,https://hk.centanet.com/findproperty/transaction-detail/嘉景花園_26072300120731
九龍城區,九龍,同德大廈,Co-Tack Building,1985,1,10000,2550000,255,255,https://hk.centanet.com/findproperty/transaction-detail/同德大廈_26072300200351
九龍城區,九龍,崑崙閣,Kun Lun Court,1983,1,9569,2000000,209,209,https://hk.centanet.com/findproperty/transaction-detail/崑崙閣_26072301520049
九龍城區,九龍,黃埔街18號,18 Whampoa Street,1957,1,24706,14700000,595,595,https://hk.centanet.com/findproperty/transaction-detail/黃埔街18號_26072301850021
九龍城區,九龍,黃埔街20號,20 Whampoa Street,1957,1,8437,5020000,595,595,https://hk.centanet.com/findproperty/transaction-detail/黃埔街20號_26072301850085
九龍城區,九龍,黃埔街20A號,20A Whampoa Street,1957,1,7552,3640000,482,482,https://hk.centanet.com/findproperty/transaction-detail/黃埔街20A號_26072301850093
九龍城區,九龍,忠信街3號,3 Chung Sun Street,1960,1,5476,2590000,473,473,https://hk.centanet.com/findproperty/transaction-detail/忠信街3號_26072302030166
九龍城區,九龍,Monaco 1期,Monaco Phase 1,2022,1,26113,17600000,674,674,https://hk.centanet.com/findproperty/transaction-detail/Monaco-1期_26072200290014
九龍城區,九龍,匯川大廈,Wui Chuen Building,1980,1,9690,2500000,258,258,https://hk.centanet.com/findproperty/transaction-detail/匯川大廈_26072200350265
九龍城區,九龍,伯爵街2號,2 Earl Street,1955,1,9523,9380000,985,985,https://hk.centanet.com/findproperty/transaction-detail/伯爵街2號_26072200930010
九龍城區,九龍,寶御,Star Ruby,2014,1,14103,4400000,312,312,https://hk.centanet.com/findproperty/transaction-detail/寶御_26072201110100
九龍城區,九龍,鴻運街23號,23 Hung Wan Street,1959,1,7519,4000000,532,532,https://hk.centanet.com/findproperty/transaction-detail/鴻運街23號_26072201260024
九龍城區,九龍,馬頭圍道352-354號,352-354 Ma Tau Wai Road,1965,1,5981,5090000,851,851,https://hk.centanet.com/findproperty/transaction-detail/馬頭圍道352-354號_26072201300031
九龍城區,九龍,嘉輝大廈,Bright Court,1973,1,12805,8080000,631,631,https://hk.centanet.com/findproperty/transaction-detail/嘉輝大廈_26072101790017
九龍城區,九龍,半山壹號 1期,Celestial Heights Phase 1,2009,1,18578,23390000,1259,1259,https://hk.centanet.com/findproperty/transaction-detail/半山壹號-1期_26072101790133
九龍城區,九龍,同順興大廈,Tung Shun Hing Building,1973,1,9025,2500000,277,277,https://hk.centanet.com/findproperty/transaction-detail/同順興大廈_26072101960084
九龍城區,九龍,Double Coast 3期 Double Coast III,Double Coast Phase 3 Double Coast III,2023,1,18281,5850000,320,320,https://hk.centanet.com/findproperty/transaction-detail/Double-Coast-3期-Double-Coast-III_KRM1202607S0061
九龍城區,九龍,嘉樂園,Gallant Villa,1975,1,13448,9750000,725,725,https://hk.centanet.com/findproperty/transaction-detail/嘉樂園_26072000111175
九龍城區,九龍,蟠龍閣,Vista Panorama,1966,1,14102,23000000,1631,1631,https://hk.centanet.com/findproperty/transaction-detail/蟠龍閣_26072000130083
九龍城區,九龍,恆信園,Harrison Court,1972,1,9493,9370000,987,987,https://hk.centanet.com/findproperty/transaction-detail/恆信園_26072000170062
九龍城區,九龍,昌隆閣,Cheron Court,1995,1,11538,3900000,338,338,https://hk.centanet.com/findproperty/transaction-detail/昌隆閣_26072000520195
九龍城區,九龍,北拱街20號,20 Pak Kung Street,1950,1,4784,3980000,832,832,https://hk.centanet.com/findproperty/transaction-detail/北拱街20號_26072000570026
九龍城區,九龍,馬頭圍道342號,342 Ma Tau Wai Road,1958,1,6840,4070000,595,595,https://hk.centanet.com/findproperty/transaction-detail/馬頭圍道342號_26072000920036
九龍城區,九龍,龍邦大樓,Loong Pong House,1979,1,10160,3180000,313,313,https://hk.centanet.com/findproperty/transaction-detail/龍邦大樓_26072001200049
九龍城區,九龍,落山道9A號,9A Lok Shan Road,1956,1,7407,1800000,243,243,https://hk.centanet.com/findproperty/transaction-detail/落山道9A號_26072001270148
九龍城區,九龍,欣圖軒,Cascades,1998,1,9833,5300000,539,539,https://hk.centanet.com/findproperty/transaction-detail/欣圖軒_AZG202606S0735
九龍城區,九龍,僑榮大廈,Kiu Wing Building,1965,1,6200,3230000,521,521,https://hk.centanet.com/findproperty/transaction-detail/僑榮大廈_26071700210020
九龍城區,九龍,譚公道77號,77 Tam Kung Road,1959,1,6678,3940000,590,590,https://hk.centanet.com/findproperty/transaction-detail/譚公道77號_26071700280411
九龍城區,九龍,友誠大廈,Loyal Mansion,1967,1,8889,3280000,369,369,https://hk.centanet.com/findproperty/transaction-detail/友誠大廈_26071700280625
九龍城區,九龍,嶺南大廈,Ling Nam Building,1965,1,7059,2400000,340,340,https://hk.centanet.com/findproperty/transaction-detail/嶺南大廈_26071700280725
九龍城區,九龍,富悅閣,Full Yuet Court,1987,1,10824,3680000,340,340,https://hk.centanet.com/findproperty/transaction-detail/富悅閣_26071700320085
九龍城區,九龍,必嘉坊 2期,Baker Circle One Phase 2,2024,1,19259,5200000,270,270,https://hk.centanet.com/findproperty/transaction-detail/必嘉坊-2期_26071701830071
九龍城區,九龍,華欣閣,Valiant Court,1979,1,13187,4800000,364,364,https://hk.centanet.com/findproperty/transaction-detail/華欣閣_26071702160028
九龍城區,九龍,海逸豪園 5期(IVB) 翠堤灣,Laguna Verde Phase 5(4B) Ocean Vista,2001,1,23483,29800000,1269,1269,https://hk.centanet.com/findproperty/transaction-detail/海逸豪園-5期-翠堤灣_26071702180065
九龍城區,九龍,城南大樓,South Wall Mansion,1966,1,6522,2550000,391,391,https://hk.centanet.com/findproperty/transaction-detail/城南大樓_26071702280039
九龍城區,九龍,喜點,My Place,2015,1,16324,5550000,340,340,https://hk.centanet.com/findproperty/transaction-detail/喜點_KPU3202607S0027
九龍城區,九龍,偉華園,Viva Court,1973,1,11860,12180000,1027,1027,https://hk.centanet.com/findproperty/transaction-detail/偉華園_26071600220083
九龍城區,九龍,22居,22 Parc (Parc 22),1998,1,12714,5200000,409,409,https://hk.centanet.com/findproperty/transaction-detail/22居_26071600580026
九龍城區,九龍,蕪湖街40號,40 Wuhu Street,1957,1,4424,3150000,712,712,https://hk.centanet.com/findproperty/transaction-detail/蕪湖街40號_26071600860019
九龍城區,九龍,七喜大廈,Lucky Building,1964,1,7895,6000000,760,760,https://hk.centanet.com/findproperty/transaction-detail/七喜大廈_26071601070020
九龍城區,九龍,Sky Garden,Sky Garden,2004,1,23672,15150000,640,640,https://hk.centanet.com/findproperty/transaction-detail/Sky-Garden_26071601190015
九龍城區,九龍,達運閣,Devon Court,1975,1,13339,16380000,1228,1228,https://hk.centanet.com/findproperty/transaction-detail/達運閣_26071601590027
九龍城區,九龍,何文田山畔,Homantin Hillside,2016,1,18835,6950000,369,369,https://hk.centanet.com/findproperty/transaction-detail/何文田山畔_26071601630153
九龍城區,九龍,新城中心,Sun Shing Centre,1987,1,12821,3718000,290,290,https://hk.centanet.com/findproperty/transaction-detail/新城中心_26071601650041
九龍城區,九龍,恆康大廈,Evergreen Building,1975,1,10847,3200000,295,295,https://hk.centanet.com/findproperty/transaction-detail/恆康大廈_26071601670016
九龍城區,九龍,康泰閣,Carlton Court,1977,1,11564,8280000,716,716,https://hk.centanet.com/findproperty/transaction-detail/康泰閣_26071602020046
九龍城區,九龍,蕙苑,Verdun Villa,1968,1,14529,18800000,1294,1294,https://hk.centanet.com/findproperty/transaction-detail/蕙苑_26071500270212
九龍城區,九龍,太子道西354號,354 Prince Edward Road West,1980,1,11364,3000000,264,264,https://hk.centanet.com/findproperty/transaction-detail/太子道西354號_26071501730076
九龍城區,九龍,碧麗花園,Bailey Garden,1995,1,13905,5270000,379,379,https://hk.centanet.com/findproperty/transaction-detail/碧麗花園_26071400230044
九龍城區,九龍,曉薈,High Place,2014,1,15743,3180000,202,202,https://hk.centanet.com/findproperty/transaction-detail/曉薈_26071401410015
九龍城區,九龍,尚御,Meridian Hill,2011,1,16991,26200000,1542,1542,https://hk.centanet.com/findproperty/transaction-detail/尚御_26071401440051
九龍城區,九龍,恩賜樓,Grace Mansion,1963,1,3629,3600000,992,992,https://hk.centanet.com/findproperty/transaction-detail/恩賜樓_26071401560037
九龍城區,九龍,傲名,8 Lasalle,2014,1,21822,20600000,944,944,https://hk.centanet.com/findproperty/transaction-detail/傲名_26071401790088
九龍城區,九龍,Caravelle Villa,Caravelle Villa,1963,1,16169,40680000,2516,2516,https://hk.centanet.com/findproperty/transaction-detail/Caravelle-Villa_26071401880012
九龍城區,九龍,德民大廈,Tak Man Building,1984,1,11988,3848000,321,321,https://hk.centanet.com/findproperty/transaction-detail/德民大廈_26071402040034
九龍城區,九龍,碧殿閣,Belvedere Heights,1974,1,10821,12000000,1109,1109,https://hk.centanet.com/findproperty/transaction-detail/碧殿閣_26071402060101
九龍城區,九龍,天璽．海 1期,Cullinan Harbour Phase 1,2025,1,58569,128500000,2194,2194,https://hk.centanet.com/findproperty/transaction-detail/天璽．海-1期_KLH2202606S0250
九龍城區,九龍,Dunbar Place,Dunbar Place,2013,1,20066,24280000,1210,1210,https://hk.centanet.com/findproperty/transaction-detail/Dunbar-Place_26071300520096
九龍城區,九龍,啟朗苑,Kai Long Court,2019,1,14305,6380000,446,446,https://hk.centanet.com/findproperty/transaction-detail/啟朗苑_26071301180022
九龍城區,九龍,東方花園,Oriental Gardens,1967,1,12488,12288000,984,984,https://hk.centanet.com/findproperty/transaction-detail/東方花園_26071301300044
九龍城區,九龍,啟德1號 II,One Kai Tak II,2017,1,20987,11480000,547,547,https://hk.centanet.com/findproperty/transaction-detail/啟德1號-II_26071301810270
九龍城區,九龍,忠信街15號,15 Chung Sun Street,1960,1,5728,2910000,508,508,https://hk.centanet.com/findproperty/transaction-detail/忠信街15號_26071301950293
九龍城區,九龍,文翠閣,Mansion Court,1990,1,15699,8980000,572,572,https://hk.centanet.com/findproperty/transaction-detail/文翠閣_26071000200606
九龍城區,九龍,鷹揚街18號,18 Ying Yeung Street,1959,1,6783,3100000,457,457,https://hk.centanet.com/findproperty/transaction-detail/鷹揚街18號_26071000330075
九龍城區,九龍,鵬程街3號,3 Pang Ching Street,1959,1,7264,3850000,530,530,https://hk.centanet.com/findproperty/transaction-detail/鵬程街3號_26071000330504
九龍城區,九龍,鵬程街17號,17 Pang Ching Street,1959,1,7511,3500000,466,466,https://hk.centanet.com/findproperty/transaction-detail/鵬程街17號_26071000330536
九龍城區,九龍,嘉寶大廈,Ka Bo Mansion,1985,1,11278,3000000,266,266,https://hk.centanet.com/findproperty/transaction-detail/嘉寶大廈_26071000330595
九龍城區,九龍,運通大廈,Wan Tung Building,1980,1,10484,3680000,351,351,https://hk.centanet.com/findproperty/transaction-detail/運通大廈_26071000880045
九龍城區,九龍,嘉景花園大廈,Gallant Garden Mansion,1971,1,10127,8000000,790,790,https://hk.centanet.com/findproperty/transaction-detail/嘉景花園大廈_26071001080026
九龍城區,九龍,馬頭圍道346號,346 Ma Tau Wai Road,1969,1,7500,2250000,300,300,https://hk.centanet.com/findproperty/transaction-detail/馬頭圍道346號_26071001130061
九龍城區,九龍,啟岸,The Vantage,2021,1,18898,7200000,381,381,https://hk.centanet.com/findproperty/transaction-detail/啟岸_26071001560208
九龍城區,九龍,興賢街8號,8 Hing Yin Street,1960,1,6229,2990000,480,480,https://hk.centanet.com/findproperty/transaction-detail/興賢街8號_26071001580010
九龍城區,九龍,寶利唐樓,Bou Lee Building,1964,1,7609,2138000,281,281,https://hk.centanet.com/findproperty/transaction-detail/寶利唐樓_26071001640015
九龍城區,九龍,勝利道1號,One Victory,2011,1,16438,3715000,226,226,https://hk.centanet.com/findproperty/transaction-detail/勝利道1號_26071001820043
九龍城區,九龍,裕新大廈,Yue Sun Mansion,1964,1,5426,3060000,564,564,https://hk.centanet.com/findproperty/transaction-detail/裕新大廈_26071002280020
九龍城區,九龍,聯盛大廈,United Building,1972,1,11063,3175000,287,287,https://hk.centanet.com/findproperty/transaction-detail/聯盛大廈_26070900150162
九龍城區,九龍,紅磡花園,Hunghom Gardens,1990,1,11270,5500000,488,488,https://hk.centanet.com/findproperty/transaction-detail/紅磡花園_26070900480014
九龍城區,九龍,富運大廈,Full Wing Building,1981,1,12673,2750000,217,217,https://hk.centanet.com/findproperty/transaction-detail/富運大廈_26070900710079
九龍城區,九龍,必嘉坊 1期,Baker Circle One Phase 1,2023,1,21912,5500000,251,251,https://hk.centanet.com/findproperty/transaction-detail/必嘉坊-1期_26070901260141
九龍城區,九龍,碧林閣,Bellevue Heights,1981,1,13463,13800000,1025,1025,https://hk.centanet.com/findproperty/transaction-detail/碧林閣_26070901260154
九龍城區,九龍,土瓜灣道122號,122 To Kwa Wan Road,1961,1,8000,5416000,677,677,https://hk.centanet.com/findproperty/transaction-detail/土瓜灣道122號_26070901510014
九龍城區,九龍,啟德道71A號,71A Kai Tak Road,1971,1,7995,2950000,369,369,https://hk.centanet.com/findproperty/transaction-detail/啟德道71A號_26070902010056
九龍城區,九龍,明倫街24A號,24A Ming Lun Street,1960,1,6340,2910000,459,459,https://hk.centanet.com/findproperty/transaction-detail/明倫街24A號_26070800250018
九龍城區,九龍,明倫街20號,20 Ming Lun Street,1960,1,5996,2980000,497,497,https://hk.centanet.com/findproperty/transaction-detail/明倫街20號_26070800250023
九龍城區,九龍,北帝街43-45號,43-45 Pak Tai Street,1964,1,7471,3900000,522,522,https://hk.centanet.com/findproperty/transaction-detail/北帝街43-45號_26070800970024
九龍城區,九龍,維港1號,One Victoria,2022,1,20000,11280000,564,564,https://hk.centanet.com/findproperty/transaction-detail/維港1號_26070801340044
九龍城區,九龍,雅景軒,Grand Villa,2000,1,13976,5800000,415,415,https://hk.centanet.com/findproperty/transaction-detail/雅景軒_26070801370048
九龍城區,九龍,金華大廈,Golden Mansion,1982,1,10605,2980000,281,281,https://hk.centanet.com/findproperty/transaction-detail/金華大廈_26070801370066
九龍城區,九龍,馬頭圍道328號,328 Ma Tau Wai Road,1956,1,6541,4180000,639,639,https://hk.centanet.com/findproperty/transaction-detail/馬頭圍道328號_26070801500012
九龍城區,九龍,協輝大廈,Hip Fai Building,1993,1,11905,4488000,377,377,https://hk.centanet.com/findproperty/transaction-detail/協輝大廈_26070801550025
九龍城區,九龍,晨樂大廈,Morning Joy Building,1979,1,9836,3000000,305,305,https://hk.centanet.com/findproperty/transaction-detail/晨樂大廈_26070700230012
九龍城區,九龍,環海．東岸,Upper East,2018,1,16667,3600000,216,216,https://hk.centanet.com/findproperty/transaction-detail/環海．東岸_26070700290325
九龍城區,九龍,寶利閣,Polly Court,1993,1,13787,3750000,272,272,https://hk.centanet.com/findproperty/transaction-detail/寶利閣_26070700290499
九龍城區,九龍,新勝大樓,Sunshine Building,1975,1,11633,5700000,490,490,https://hk.centanet.com/findproperty/transaction-detail/新勝大樓_26070700290625
九龍城區,九龍,煥然懿居,Eresidence,2020,1,16667,6300000,378,378,https://hk.centanet.com/findproperty/transaction-detail/煥然懿居_26070700540409
九龍城區,九龍,德成樓,Tak Shing House,1976,1,9665,3750000,388,388,https://hk.centanet.com/findproperty/transaction-detail/德成樓_26070700590085
九龍城區,九龍,福禧樓,Fook Hee House,1982,1,8437,3130000,371,371,https://hk.centanet.com/findproperty/transaction-detail/福禧樓_26070702050306
九龍城區,九龍,鹿鳴街21號,21 Luk Ming Street,1960,1,7145,3880000,543,543,https://hk.centanet.com/findproperty/transaction-detail/鹿鳴街21號_26070702120159
九龍城區,九龍,美輪閣,Merlin Court,1975,1,12117,8300000,685,685,https://hk.centanet.com/findproperty/transaction-detail/美輪閣_KCV1202606S0169
九龍城區,九龍,偉恒昌新邨 恒景閣,Wyler Gardens Hang Chien Court,1979,1,11989,4460000,372,372,https://hk.centanet.com/findproperty/transaction-detail/偉恒昌新邨-恒景閣_26070600260162
九龍城區,九龍,首利大廈,Lederle Garden,1966,1,9512,3900000,410,410,https://hk.centanet.com/findproperty/transaction-detail/首利大廈_26070600860019
九龍城區,九龍,康寧花園,Besthing Garden,1998,1,14139,3450000,244,244,https://hk.centanet.com/findproperty/transaction-detail/康寧花園_26070600900013
九龍城區,九龍,標緻大廈,Nice Building,1992,1,9535,3900000,409,409,https://hk.centanet.com/findproperty/transaction-detail/標緻大廈_26070600910060
九龍城區,九龍,秀麗園,Sau Lai Garden,1962,1,10169,27000000,2655,2655,https://hk.centanet.com/findproperty/transaction-detail/秀麗園_26070601630070
九龍城區,九龍,御悅,Baker Residences,2011,1,11706,2950000,252,252,https://hk.centanet.com/findproperty/transaction-detail/御悅_26070601690187
九龍城區,九龍,瓏碧,Allegro,2022,1,19565,8100000,414,414,https://hk.centanet.com/findproperty/transaction-detail/瓏碧_26070601710050
九龍城區,九龍,瑧尚,Artisan Garden,2020,1,18537,5450000,294,294,https://hk.centanet.com/findproperty/transaction-detail/瑧尚_DW5202606S0550
九龍城區,九龍,嘉林邊道15號,15 Grampian Road,1966,1,12440,10400000,836,836,https://hk.centanet.com/findproperty/transaction-detail/嘉林邊道15號_GHC202606S0681
九龍城區,九龍,朗賢峯 2A期,Onmantin Phase 2A,2025,1,24727,22230000,899,899,https://hk.centanet.com/findproperty/transaction-detail/朗賢峯-2A期_KCD2202606S0281
九龍城區,九龍,九龍塘大廈,Kowloon Tong Mansion,1964,1,12898,15000000,1163,1163,https://hk.centanet.com/findproperty/transaction-detail/九龍塘大廈_S.K202606S0729
九龍城區,九龍,安慶大樓,On Hing Mansion,1971,1,9585,3700000,386,386,https://hk.centanet.com/findproperty/transaction-detail/安慶大樓_26070300420043
九龍城區,九龍,馬頭圍道336號,336 Ma Tau Wai Road,1958,1,7395,4400000,595,595,https://hk.centanet.com/findproperty/transaction-detail/馬頭圍道336號_26070300860016
九龍城區,九龍,利．港灣18,L‧Harbour 18,2015,1,18160,7700000,424,424,https://hk.centanet.com/findproperty/transaction-detail/利．港灣18_26070301520026
九龍城區,九龍,碧滿閣,Belmont Heights,1977,1,11155,10530000,944,944,https://hk.centanet.com/findproperty/transaction-detail/碧滿閣_26070301600022
九龍城區,九龍,寶怡大廈,Bowie Mansion,1988,1,11117,4280000,385,385,https://hk.centanet.com/findproperty/transaction-detail/寶怡大廈_26070301790014
九龍城區,九龍,得運大廈,Tak Wun Building,1981,1,9274,2300000,248,248,https://hk.centanet.com/findproperty/transaction-detail/得運大廈_26070301800058
九龍城區,九龍,松園大廈,Chung Yuen Mansion,1961,1,6702,11500000,1716,1716,https://hk.centanet.com/findproperty/transaction-detail/松園大廈_26070200570024
九龍城區,九龍,益發大廈,Yick Fat Mansion,1965,1,7107,7150000,1006,1006,https://hk.centanet.com/findproperty/transaction-detail/益發大廈_26070200630020
九龍城區,九龍,興仁街10號,10 Hing Yan Street,1959,1,5854,2810000,480,480,https://hk.centanet.com/findproperty/transaction-detail/興仁街10號_26070200830019
九龍城區,九龍,定安大廈,Honour Building,1973,1,10740,3340000,311,311,https://hk.centanet.com/findproperty/transaction-detail/定安大廈_26070200970029
九龍城區,九龍,錦堂樓,Kam Tong Building,1967,1,8934,3100000,347,347,https://hk.centanet.com/findproperty/transaction-detail/錦堂樓_26063000220010
九龍城區,九龍,中南大廈,Chung Nam Mansion,1963,1,7921,4000000,505,505,https://hk.centanet.com/findproperty/transaction-detail/中南大廈_26063000250291
九龍城區,九龍,The Henley 3期 The Henley III,The Henley Phase 3 The Henley III,2021,1,22605,5380000,238,238,https://hk.centanet.com/findproperty/transaction-detail/The-Henley-3期-The-Henley-III_26063000280138
九龍城區,九龍,冠暉苑,Kwun Fai Court,1999,1,9402,3930000,418,418,https://hk.centanet.com/findproperty/transaction-detail/冠暉苑_26063000410050
九龍城區,九龍,Ava 55,Ava 55,2019,1,18072,3000000,166,166,https://hk.centanet.com/findproperty/transaction-detail/Ava-55_26063000470248
九龍城區,九龍,美景樓 2期,Mei King Mansion Phase 2,1964,1,7260,2650000,365,365,https://hk.centanet.com/findproperty/transaction-detail/美景樓-2期_26063000540172
九龍城區,九龍,嘉福苑,Lorna Villa,1973,1,11723,13880000,1184,1184,https://hk.centanet.com/findproperty/transaction-detail/嘉福苑_26063001250065
九龍城區,九龍,華發大廈,Wah Fat Building,1975,1,9524,3000000,315,315,https://hk.centanet.com/findproperty/transaction-detail/華發大廈_26063001270012
九龍城區,九龍,駿豪居,One Elegance,2009,1,14843,6130000,413,413,https://hk.centanet.com/findproperty/transaction-detail/駿豪居_26063001390169
九龍城區,九龍,必嘉坊 3期,Baker Circle One Phase 3,2024,1,19163,4120000,215,215,https://hk.centanet.com/findproperty/transaction-detail/必嘉坊-3期_26063001970137
九龍城區,九龍,雅樂園,Happy Garden,1976,1,13629,8150000,598,598,https://hk.centanet.com/findproperty/transaction-detail/雅樂園_26063002250078
九龍城區,九龍,鷹揚街27號,27 Ying Yeung Street,1959,1,6500,1339000,206,206,https://hk.centanet.com/findproperty/transaction-detail/鷹揚街27號_26063002441158
九龍城區,九龍,天虹樓,Tien Hung Building,1976,1,10635,3350000,315,315,https://hk.centanet.com/findproperty/transaction-detail/天虹樓_26063002441539
九龍城區,九龍,Vau Residence,Vau Residence,2023,1,23905,5020000,210,210,https://hk.centanet.com/findproperty/transaction-detail/Vau-Residence_26063002470062
九龍城區,九龍,長樂大廈,Cheong Lok Mansion,1966,1,6250,2100000,336,336,https://hk.centanet.com/findproperty/transaction-detail/長樂大廈_26063002830077
九龍城區,九龍,益豐大廈,I-Feng Mansions,1972,1,5888,2950000,501,501,https://hk.centanet.com/findproperty/transaction-detail/益豐大廈_26063002920241
九龍城區,九龍,豐富大廈,Harvest Mansion,1981,1,9938,3200000,322,322,https://hk.centanet.com/findproperty/transaction-detail/豐富大廈_26062900250143
九龍城區,九龍,德信大廈,Tak Sun Building,1983,1,10924,2600000,238,238,https://hk.centanet.com/findproperty/transaction-detail/德信大廈_26062900250333
九龍城區,九龍,華蕙閣,Wealthy Court,1990,1,8372,2880000,344,344,https://hk.centanet.com/findproperty/transaction-detail/華蕙閣_26062900250657
九龍城區,九龍,永德大廈,Wing Tak Mansion,1979,1,8663,3500000,404,404,https://hk.centanet.com/findproperty/transaction-detail/永德大廈_26062900410213
九龍城區,九龍,金輝樓,Kam Fai Mansion,1980,1,8952,2605000,291,291,https://hk.centanet.com/findproperty/transaction-detail/金輝樓_26062900530171
九龍城區,九龍,龍珠樓,Pearl House,1981,1,9338,2680000,287,287,https://hk.centanet.com/findproperty/transaction-detail/龍珠樓_26062900700055
九龍城區,九龍,喇沙利道20號,20 La Salle Road,1961,1,14282,25380000,1777,1777,https://hk.centanet.com/findproperty/transaction-detail/喇沙利道20號_26062900750149
九龍城區,九龍,港圖灣,Bayview,2012,1,18904,11380000,602,602,https://hk.centanet.com/findproperty/transaction-detail/港圖灣_26062900940120
九龍城區,九龍,富威花園,Fair Way Garden,1984,1,14205,5000000,352,352,https://hk.centanet.com/findproperty/transaction-detail/富威花園_26062901560374
九龍城區,九龍,嘉皇臺,The Palace,2002,1,23855,42080000,1764,1764,https://hk.centanet.com/findproperty/transaction-detail/嘉皇臺_26062901560430
九龍城區,九龍,明倫街10號,10 Ming Lun Street,1960,1,5996,2980000,497,497,https://hk.centanet.com/findproperty/transaction-detail/明倫街10號_26062901640012
九龍城區,九龍,龍翔大廈,Lung Cheung Building,1965,1,10418,6230000,598,598,https://hk.centanet.com/findproperty/transaction-detail/龍翔大廈_26062902020472
九龍城區,九龍,雋瓏,Paxton,2014,1,17438,29000000,1663,1663,https://hk.centanet.com/findproperty/transaction-detail/雋瓏_26062902020747
九龍城區,九龍,東海大樓,Tung Hoi Building,1968,1,8120,2850000,351,351,https://hk.centanet.com/findproperty/transaction-detail/東海大樓_26062902020754
九龍城區,九龍,梭椏道13A號,13A Soares Avenue,1962,1,4960,2500000,504,504,https://hk.centanet.com/findproperty/transaction-detail/梭椏道13A號_26062902210166
九龍城區,九龍,Monaco One 1期,Monaco One Phase 1,2022,1,21189,6950000,328,328,https://hk.centanet.com/findproperty/transaction-detail/Monaco-One-1期_26062902350301
九龍城區,九龍,鵬程街19號,19 Pang Ching Street,1959,1,6438,3000000,466,466,https://hk.centanet.com/findproperty/transaction-detail/鵬程街19號_26062600180387
