Time,Class,Region,Average Price
201209,100 m2 to 159.9 m2,Kowloon,156904.0
201212,100 m2 to 159.9 m2,Kowloon,166251.0
201303,100 m2 to 159.9 m2,Kowloon,156447.0
201306,100 m2 to 159.9 m2,Kowloon,150027.0
201309,100 m2 to 159.9 m2,Kowloon,158376.0
201312,100 m2 to 159.9 m2,Kowloon,165666.0
201403,100 m2 to 159.9 m2,Kowloon,164398.0
201406,100 m2 to 159.9 m2,Kowloon,161947.0
201409,100 m2 to 159.9 m2,Kowloon,151824.0
201412,100 m2 to 159.9 m2,Kowloon,167152.0
201503,100 m2 to 159.9 m2,Kowloon,167436.0
201506,100 m2 to 159.9 m2,Kowloon,180746.0
201509,100 m2 to 159.9 m2,Kowloon,157296.0
201512,100 m2 to 159.9 m2,Kowloon,151996.0
201603,100 m2 to 159.9 m2,Kowloon,162889.0
201606,100 m2 to 159.9 m2,Kowloon,156195.0
201609,100 m2 to 159.9 m2,Kowloon,161979.0
201612,100 m2 to 159.9 m2,Kowloon,187764.0
201703,100 m2 to 159.9 m2,Kowloon,168699.0
201706,100 m2 to 159.9 m2,Kowloon,173457.0
201709,100 m2 to 159.9 m2,Kowloon,192960.0
201712,100 m2 to 159.9 m2,Kowloon,187217.0
201803,100 m2 to 159.9 m2,Kowloon,206664.0
201806,100 m2 to 159.9 m2,Kowloon,195712.0
201809,100 m2 to 159.9 m2,Kowloon,187473.0
201812,100 m2 to 159.9 m2,Kowloon,181377.0
201903,100 m2 to 159.9 m2,Kowloon,208007.0
201906,100 m2 to 159.9 m2,Kowloon,194292.0
201909,100 m2 to 159.9 m2,Kowloon,205237.0
201912,100 m2 to 159.9 m2,Kowloon,215913.0
202003,100 m2 to 159.9 m2,Kowloon,194904.0
202006,100 m2 to 159.9 m2,Kowloon,187153.0
202009,100 m2 to 159.9 m2,Kowloon,202968.0
202012,100 m2 to 159.9 m2,Kowloon,200519.0
202103,100 m2 to 159.9 m2,Kowloon,208293.0
202106,100 m2 to 159.9 m2,Kowloon,202104.0
202109,100 m2 to 159.9 m2,Kowloon,220467.0
202112,100 m2 to 159.9 m2,Kowloon,217299.0
202203,100 m2 to 159.9 m2,Kowloon,201434.0
202206,100 m2 to 159.9 m2,Kowloon,177120.0
202209,100 m2 to 159.9 m2,Kowloon,185279.0
202212,100 m2 to 159.9 m2,Kowloon,194830.0
202303,100 m2 to 159.9 m2,Kowloon,171219.0
202306,100 m2 to 159.9 m2,Kowloon,195580.0
202309,100 m2 to 159.9 m2,Kowloon,195697.0
202312,100 m2 to 159.9 m2,Kowloon,192340.0
202403,100 m2 to 159.9 m2,Kowloon,180176.0
202406,100 m2 to 159.9 m2,Kowloon,186580.0
202409,100 m2 to 159.9 m2,Kowloon,180162.0
202412,100 m2 to 159.9 m2,Kowloon,165367.0
202503,100 m2 to 159.9 m2,Kowloon,167496.0
202506,100 m2 to 159.9 m2,Kowloon,173116.0
202509,100 m2 to 159.9 m2,Kowloon,174925.0
202512,100 m2 to 159.9 m2,Kowloon,172088.0
202603,100 m2 to 159.9 m2,Kowloon,189197.0
199903,100 m2 to 159.9 m2,New Territories,49645.0
199906,100 m2 to 159.9 m2,New Territories,46399.0
199909,100 m2 to 159.9 m2,New Territories,47339.0
199912,100 m2 to 159.9 m2,New Territories,45566.0
200003,100 m2 to 159.9 m2,New Territories,45954.0
200006,100 m2 to 159.9 m2,New Territories,40922.0
200009,100 m2 to 159.9 m2,New Territories,39625.0
200012,100 m2 to 159.9 m2,New Territories,38419.0
200103,100 m2 to 159.9 m2,New Territories,35679.0
200106,100 m2 to 159.9 m2,New Territories,36646.0
200109,100 m2 to 159.9 m2,New Territories,33347.0
200112,100 m2 to 159.9 m2,New Territories,32948.0
200203,100 m2 to 159.9 m2,New Territories,32522.0
200206,100 m2 to 159.9 m2,New Territories,33833.0
200209,100 m2 to 159.9 m2,New Territories,30899.0
200212,100 m2 to 159.9 m2,New Territories,29429.0
200303,100 m2 to 159.9 m2,New Territories,30499.0
200306,100 m2 to 159.9 m2,New Territories,28580.0
200309,100 m2 to 159.9 m2,New Territories,28186.0
200312,100 m2 to 159.9 m2,New Territories,33774.0
200403,100 m2 to 159.9 m2,New Territories,39089.0
200406,100 m2 to 159.9 m2,New Territories,40473.0
200409,100 m2 to 159.9 m2,New Territories,41558.0
200412,100 m2 to 159.9 m2,New Territories,45829.0
200503,100 m2 to 159.9 m2,New Territories,48268.0
200506,100 m2 to 159.9 m2,New Territories,50432.0
200509,100 m2 to 159.9 m2,New Territories,52558.0
200512,100 m2 to 159.9 m2,New Territories,49710.0
200603,100 m2 to 159.9 m2,New Territories,46795.0
200606,100 m2 to 159.9 m2,New Territories,46950.0
200609,100 m2 to 159.9 m2,New Territories,50571.0
200612,100 m2 to 159.9 m2,New Territories,50183.0
200703,100 m2 to 159.9 m2,New Territories,54241.0
200706,100 m2 to 159.9 m2,New Territories,55358.0
200709,100 m2 to 159.9 m2,New Territories,53315.0
200712,100 m2 to 159.9 m2,New Territories,60657.0
200803,100 m2 to 159.9 m2,New Territories,61848.0
200806,100 m2 to 159.9 m2,New Territories,61617.0
200809,100 m2 to 159.9 m2,New Territories,53217.0
200812,100 m2 to 159.9 m2,New Territories,51287.0
200903,100 m2 to 159.9 m2,New Territories,50028.0
200906,100 m2 to 159.9 m2,New Territories,58736.0
200909,100 m2 to 159.9 m2,New Territories,59520.0
200912,100 m2 to 159.9 m2,New Territories,58885.0
201003,100 m2 to 159.9 m2,New Territories,60176.0
201006,100 m2 to 159.9 m2,New Territories,65337.0
201009,100 m2 to 159.9 m2,New Territories,68947.0
201012,100 m2 to 159.9 m2,New Territories,70911.0
201103,100 m2 to 159.9 m2,New Territories,69934.0
201106,100 m2 to 159.9 m2,New Territories,77876.0
201109,100 m2 to 159.9 m2,New Territories,71299.0
201112,100 m2 to 159.9 m2,New Territories,73748.0
201203,100 m2 to 159.9 m2,New Territories,75380.0
201206,100 m2 to 159.9 m2,New Territories,74322.0
201209,100 m2 to 159.9 m2,New Territories,80387.0
201212,100 m2 to 159.9 m2,New Territories,77331.0
201303,100 m2 to 159.9 m2,New Territories,77147.0
201306,100 m2 to 159.9 m2,New Territories,83599.0
201309,100 m2 to 159.9 m2,New Territories,79474.0
201312,100 m2 to 159.9 m2,New Territories,80230.0
201403,100 m2 to 159.9 m2,New Territories,79792.0
201406,100 m2 to 159.9 m2,New Territories,88385.0
201409,100 m2 to 159.9 m2,New Territories,86776.0
201412,100 m2 to 159.9 m2,New Territories,85958.0
201503,100 m2 to 159.9 m2,New Territories,95656.0
201506,100 m2 to 159.9 m2,New Territories,95641.0
201509,100 m2 to 159.9 m2,New Territories,100295.0
201512,100 m2 to 159.9 m2,New Territories,96887.0
201603,100 m2 to 159.9 m2,New Territories,86527.0
201606,100 m2 to 159.9 m2,New Territories,91499.0
201609,100 m2 to 159.9 m2,New Territories,97423.0
201612,100 m2 to 159.9 m2,New Territories,98799.0
201703,100 m2 to 159.9 m2,New Territories,99753.0
201706,100 m2 to 159.9 m2,New Territories,106798.0
201709,100 m2 to 159.9 m2,New Territories,98854.0
201712,100 m2 to 159.9 m2,New Territories,106594.0
201803,100 m2 to 159.9 m2,New Territories,117554.0
201806,100 m2 to 159.9 m2,New Territories,117220.0
201809,100 m2 to 159.9 m2,New Territories,112753.0
201812,100 m2 to 159.9 m2,New Territories,117853.0
201903,100 m2 to 159.9 m2,New Territories,124223.0
201906,100 m2 to 159.9 m2,New Territories,125935.0
201909,100 m2 to 159.9 m2,New Territories,119830.0
201912,100 m2 to 159.9 m2,New Territories,113614.0
202003,100 m2 to 159.9 m2,New Territories,120160.0
202006,100 m2 to 159.9 m2,New Territories,122673.0
202009,100 m2 to 159.9 m2,New Territories,120350.0
202012,100 m2 to 159.9 m2,New Territories,118839.0
202103,100 m2 to 159.9 m2,New Territories,122898.0
202106,100 m2 to 159.9 m2,New Territories,127922.0
202109,100 m2 to 159.9 m2,New Territories,127805.0
202112,100 m2 to 159.9 m2,New Territories,125019.0
202203,100 m2 to 159.9 m2,New Territories,123588.0
202206,100 m2 to 159.9 m2,New Territories,121656.0
202209,100 m2 to 159.9 m2,New Territories,117861.0
202212,100 m2 to 159.9 m2,New Territories,107788.0
202303,100 m2 to 159.9 m2,New Territories,124224.0
202306,100 m2 to 159.9 m2,New Territories,125366.0
202309,100 m2 to 159.9 m2,New Territories,116756.0
202312,100 m2 to 159.9 m2,New Territories,116555.0
202403,100 m2 to 159.9 m2,New Territories,115266.0
202406,100 m2 to 159.9 m2,New Territories,111088.0
202409,100 m2 to 159.9 m2,New Territories,107108.0
202412,100 m2 to 159.9 m2,New Territories,109174.0
202503,100 m2 to 159.9 m2,New Territories,102507.0
202506,100 m2 to 159.9 m2,New Territories,106406.0
202509,100 m2 to 159.9 m2,New Territories,113340.0
202512,100 m2 to 159.9 m2,New Territories,110328.0
202603,100 m2 to 159.9 m2,New Territories,117272.0
199903,160 m2 or above,Hong Kong,72071.0
199906,160 m2 or above,Hong Kong,77887.0
199909,160 m2 or above,Hong Kong,79170.0
199912,160 m2 or above,Hong Kong,81220.0
200003,160 m2 or above,Hong Kong,80475.0
200006,160 m2 or above,Hong Kong,80500.0
200009,160 m2 or above,Hong Kong,76272.0
200012,160 m2 or above,Hong Kong,86877.0
200103,160 m2 or above,Hong Kong,70382.0
200106,160 m2 or above,Hong Kong,71933.0
200109,160 m2 or above,Hong Kong,72171.0
200112,160 m2 or above,Hong Kong,66060.0
200203,160 m2 or above,Hong Kong,70236.0
200206,160 m2 or above,Hong Kong,67932.0
200209,160 m2 or above,Hong Kong,62677.0
200212,160 m2 or above,Hong Kong,61936.0
200303,160 m2 or above,Hong Kong,64929.0
200306,160 m2 or above,Hong Kong,60938.0
200309,160 m2 or above,Hong Kong,65316.0
200312,160 m2 or above,Hong Kong,70372.0
200403,160 m2 or above,Hong Kong,87748.0
200406,160 m2 or above,Hong Kong,89177.0
200409,160 m2 or above,Hong Kong,96288.0
200412,160 m2 or above,Hong Kong,106838.0
200503,160 m2 or above,Hong Kong,105677.0
200506,160 m2 or above,Hong Kong,126747.0
200509,160 m2 or above,Hong Kong,113932.0
200512,160 m2 or above,Hong Kong,116578.0
200603,160 m2 or above,Hong Kong,121919.0
200606,160 m2 or above,Hong Kong,116438.0
200609,160 m2 or above,Hong Kong,131047.0
200612,160 m2 or above,Hong Kong,113587.0
200703,160 m2 or above,Hong Kong,125048.0
200706,160 m2 or above,Hong Kong,138878.0
200709,160 m2 or above,Hong Kong,151612.0
200712,160 m2 or above,Hong Kong,175729.0
200803,160 m2 or above,Hong Kong,176942.0
200806,160 m2 or above,Hong Kong,187349.0
200809,160 m2 or above,Hong Kong,172982.0
200812,160 m2 or above,Hong Kong,146577.0
200903,160 m2 or above,Hong Kong,140781.0
200906,160 m2 or above,Hong Kong,162037.0
200909,160 m2 or above,Hong Kong,169477.0
200912,160 m2 or above,Hong Kong,185297.0
201003,160 m2 or above,Hong Kong,196993.0
201006,160 m2 or above,Hong Kong,200068.0
201009,160 m2 or above,Hong Kong,226106.0
201012,160 m2 or above,Hong Kong,201478.0
201103,160 m2 or above,Hong Kong,209020.0
201106,160 m2 or above,Hong Kong,256192.0
201109,160 m2 or above,Hong Kong,197836.0
201112,160 m2 or above,Hong Kong,282246.0
201203,160 m2 or above,Hong Kong,252848.0
201206,160 m2 or above,Hong Kong,269919.0
201209,160 m2 or above,Hong Kong,261850.0
201212,160 m2 or above,Hong Kong,250096.0
201303,160 m2 or above,Hong Kong,256091.0
201306,160 m2 or above,Hong Kong,242500.0
201309,160 m2 or above,Hong Kong,289194.0
201312,160 m2 or above,Hong Kong,250268.0
201403,160 m2 or above,Hong Kong,266883.0
201406,160 m2 or above,Hong Kong,230715.0
201409,160 m2 or above,Hong Kong,238744.0
201412,160 m2 or above,Hong Kong,263096.0
201503,160 m2 or above,Hong Kong,213748.0
201506,160 m2 or above,Hong Kong,229936.0
201509,160 m2 or above,Hong Kong,273564.0
201512,160 m2 or above,Hong Kong,233201.0
201603,160 m2 or above,Hong Kong,213821.0
201606,160 m2 or above,Hong Kong,229330.0
201609,160 m2 or above,Hong Kong,230645.0
201612,160 m2 or above,Hong Kong,259346.0
201703,160 m2 or above,Hong Kong,244799.0
201706,160 m2 or above,Hong Kong,237380.0
201709,160 m2 or above,Hong Kong,249060.0
201712,160 m2 or above,Hong Kong,281155.0
201803,160 m2 or above,Hong Kong,282857.0
201806,160 m2 or above,Hong Kong,282624.0
201809,160 m2 or above,Hong Kong,318857.0
201812,160 m2 or above,Hong Kong,250363.0
201903,160 m2 or above,Hong Kong,292948.0
201906,160 m2 or above,Hong Kong,281785.0
201909,160 m2 or above,Hong Kong,279558.0
201912,160 m2 or above,Hong Kong,227646.0
202003,160 m2 or above,Hong Kong,271688.0
202006,160 m2 or above,Hong Kong,284687.0
202009,160 m2 or above,Hong Kong,260131.0
202012,160 m2 or above,Hong Kong,272858.0
202103,160 m2 or above,Hong Kong,281083.0
202106,160 m2 or above,Hong Kong,272908.0
202109,160 m2 or above,Hong Kong,297941.0
202112,160 m2 or above,Hong Kong,319927.0
202203,160 m2 or above,Hong Kong,262688.0
202206,160 m2 or above,Hong Kong,211579.0
202209,160 m2 or above,Hong Kong,252281.0
202212,160 m2 or above,Hong Kong,269184.0
202303,160 m2 or above,Hong Kong,286092.0
202306,160 m2 or above,Hong Kong,257774.0
202309,160 m2 or above,Hong Kong,268655.0
202312,160 m2 or above,Hong Kong,248737.0
202403,160 m2 or above,Hong Kong,225049.0
202406,160 m2 or above,Hong Kong,265554.0
202409,160 m2 or above,Hong Kong,252255.0
202412,160 m2 or above,Hong Kong,251882.0
202503,160 m2 or above,Hong Kong,220776.0
202506,160 m2 or above,Hong Kong,227528.0
202509,160 m2 or above,Hong Kong,222202.0
202512,160 m2 or above,Hong Kong,227603.0
202603,160 m2 or above,Hong Kong,255693.0
199903,160 m2 or above,Kowloon,61940.0
199906,160 m2 or above,Kowloon,80813.0
199909,160 m2 or above,Kowloon,70276.0
199912,160 m2 or above,Kowloon,76383.0
200003,160 m2 or above,Kowloon,73165.0
200006,160 m2 or above,Kowloon,62375.0
200009,160 m2 or above,Kowloon,74839.0
200012,160 m2 or above,Kowloon,74320.0
200103,160 m2 or above,Kowloon,54162.0
200106,160 m2 or above,Kowloon,61931.0
200109,160 m2 or above,Kowloon,60268.0
200112,160 m2 or above,Kowloon,59015.0
200203,160 m2 or above,Kowloon,47869.0
200206,160 m2 or above,Kowloon,48395.0
200209,160 m2 or above,Kowloon,45778.0
200212,160 m2 or above,Kowloon,60434.0
200303,160 m2 or above,Kowloon,52273.0
200306,160 m2 or above,Kowloon,41951.0
200309,160 m2 or above,Kowloon,44937.0
200312,160 m2 or above,Kowloon,67145.0
200403,160 m2 or above,Kowloon,65633.0
200406,160 m2 or above,Kowloon,75985.0
200409,160 m2 or above,Kowloon,62611.0
200412,160 m2 or above,Kowloon,94712.0
200503,160 m2 or above,Kowloon,81091.0
200506,160 m2 or above,Kowloon,92157.0
200509,160 m2 or above,Kowloon,112296.0
200512,160 m2 or above,Kowloon,104690.0
200603,160 m2 or above,Kowloon,100387.0
200606,160 m2 or above,Kowloon,103390.0
200609,160 m2 or above,Kowloon,101564.0
200612,160 m2 or above,Kowloon,93350.0
200703,160 m2 or above,Kowloon,103538.0
200706,160 m2 or above,Kowloon,106752.0
200709,160 m2 or above,Kowloon,128058.0
200712,160 m2 or above,Kowloon,145530.0
200803,160 m2 or above,Kowloon,125109.0
200806,160 m2 or above,Kowloon,142886.0
200809,160 m2 or above,Kowloon,162768.0
200812,160 m2 or above,Kowloon,120433.0
200903,160 m2 or above,Kowloon,128860.0
200906,160 m2 or above,Kowloon,136670.0
200909,160 m2 or above,Kowloon,149087.0
200912,160 m2 or above,Kowloon,162414.0
201003,160 m2 or above,Kowloon,157297.0
201006,160 m2 or above,Kowloon,148414.0
201009,160 m2 or above,Kowloon,181901.0
201012,160 m2 or above,Kowloon,174822.0
201103,160 m2 or above,Kowloon,199613.0
201106,160 m2 or above,Kowloon,208825.0
201109,160 m2 or above,Kowloon,256513.0
201112,160 m2 or above,Kowloon,158330.0
201203,160 m2 or above,Kowloon,157532.0
201206,160 m2 or above,Kowloon,184272.0
201209,160 m2 or above,Kowloon,195807.0
201212,160 m2 or above,Kowloon,237290.0
201303,160 m2 or above,Kowloon,188304.0
201306,160 m2 or above,Kowloon,211191.0
201309,160 m2 or above,Kowloon,183654.0
201312,160 m2 or above,Kowloon,192939.0
201403,160 m2 or above,Kowloon,373385.0
201406,160 m2 or above,Kowloon,226443.0
201409,160 m2 or above,Kowloon,210029.0
201412,160 m2 or above,Kowloon,201508.0
201503,160 m2 or above,Kowloon,294094.0
201506,160 m2 or above,Kowloon,158998.0
201509,160 m2 or above,Kowloon,216873.0
201512,160 m2 or above,Kowloon,215609.0
201603,160 m2 or above,Kowloon,197490.0
201606,160 m2 or above,Kowloon,213527.0
201609,160 m2 or above,Kowloon,274030.0
201612,160 m2 or above,Kowloon,207510.0
201703,160 m2 or above,Kowloon,328398.0
201706,160 m2 or above,Kowloon,217399.0
201709,160 m2 or above,Kowloon,270907.0
201712,160 m2 or above,Kowloon,269480.0
201803,160 m2 or above,Kowloon,292367.0
201806,160 m2 or above,Kowloon,256106.0
201809,160 m2 or above,Kowloon,204951.0
201812,160 m2 or above,Kowloon,342648.0
201903,160 m2 or above,Kowloon,228053.0
201906,160 m2 or above,Kowloon,194209.0
201909,160 m2 or above,Kowloon,299730.0
201912,160 m2 or above,Kowloon,262137.0
202003,160 m2 or above,Kowloon,409853.0
202006,160 m2 or above,Kowloon,227384.0
202009,160 m2 or above,Kowloon,253777.0
202012,160 m2 or above,Kowloon,242013.0
202103,160 m2 or above,Kowloon,189226.0
202106,160 m2 or above,Kowloon,221300.0
202109,160 m2 or above,Kowloon,287163.0
202112,160 m2 or above,Kowloon,277135.0
202203,160 m2 or above,Kowloon,285521.0
202206,160 m2 or above,Kowloon,238306.0
202209,160 m2 or above,Kowloon,131917.0
202212,160 m2 or above,Kowloon,193453.0
202303,160 m2 or above,Kowloon,194474.0
202306,160 m2 or above,Kowloon,189089.0
202309,160 m2 or above,Kowloon,174153.0
202312,160 m2 or above,Kowloon,245171.0
202403,160 m2 or above,Kowloon,192943.0
202406,160 m2 or above,Kowloon,180301.0
202409,160 m2 or above,Kowloon,213265.0
202412,160 m2 or above,Kowloon,207575.0
202503,160 m2 or above,Kowloon,194247.0
202506,160 m2 or above,Kowloon,243055.0
202509,160 m2 or above,Kowloon,177644.0
202512,160 m2 or above,Kowloon,189387.0
202603,160 m2 or above,Kowloon,200582.0
199903,160 m2 or above,New Territories,47795.0
199906,160 m2 or above,New Territories,47953.0
199909,160 m2 or above,New Territories,46212.0
199912,160 m2 or above,New Territories,47712.0
200003,160 m2 or above,New Territories,47982.0
200006,160 m2 or above,New Territories,46880.0
200009,160 m2 or above,New Territories,43305.0
200012,160 m2 or above,New Territories,40074.0
200103,160 m2 or above,New Territories,34009.0
200106,160 m2 or above,New Territories,35534.0
200109,160 m2 or above,New Territories,32621.0
200112,160 m2 or above,New Territories,39134.0
200203,160 m2 or above,New Territories,35754.0
200206,160 m2 or above,New Territories,38117.0
200209,160 m2 or above,New Territories,33530.0
200212,160 m2 or above,New Territories,33041.0
200303,160 m2 or above,New Territories,34525.0
200306,160 m2 or above,New Territories,29708.0
200309,160 m2 or above,New Territories,32861.0
200312,160 m2 or above,New Territories,37137.0
200403,160 m2 or above,New Territories,42683.0
200406,160 m2 or above,New Territories,37298.0
200409,160 m2 or above,New Territories,46614.0
200412,160 m2 or above,New Territories,48227.0
200503,160 m2 or above,New Territories,50970.0
200506,160 m2 or above,New Territories,63346.0
200509,160 m2 or above,New Territories,58356.0
200512,160 m2 or above,New Territories,52487.0
200603,160 m2 or above,New Territories,52490.0
200606,160 m2 or above,New Territories,56682.0
200609,160 m2 or above,New Territories,58420.0
200612,160 m2 or above,New Territories,56143.0
200703,160 m2 or above,New Territories,65108.0
200706,160 m2 or above,New Territories,58146.0
200709,160 m2 or above,New Territories,65876.0
200712,160 m2 or above,New Territories,81762.0
200803,160 m2 or above,New Territories,82989.0
200806,160 m2 or above,New Territories,77095.0
200809,160 m2 or above,New Territories,64094.0
200812,160 m2 or above,New Territories,54006.0
200903,160 m2 or above,New Territories,61014.0
200906,160 m2 or above,New Territories,69176.0
200909,160 m2 or above,New Territories,71671.0
200912,160 m2 or above,New Territories,70567.0
201003,160 m2 or above,New Territories,78727.0
201006,160 m2 or above,New Territories,66992.0
201009,160 m2 or above,New Territories,74008.0
201012,160 m2 or above,New Territories,78665.0
201103,160 m2 or above,New Territories,81979.0
201106,160 m2 or above,New Territories,93093.0
201109,160 m2 or above,New Territories,74757.0
201112,160 m2 or above,New Territories,60254.0
201203,160 m2 or above,New Territories,82803.0
201206,160 m2 or above,New Territories,85268.0
201209,160 m2 or above,New Territories,92897.0
201212,160 m2 or above,New Territories,88800.0
201303,160 m2 or above,New Territories,92480.0
201306,160 m2 or above,New Territories,62156.0
201309,160 m2 or above,New Territories,83347.0
201312,160 m2 or above,New Territories,77344.0
201403,160 m2 or above,New Territories,70722.0
201406,160 m2 or above,New Territories,69956.0
201409,160 m2 or above,New Territories,73387.0
201412,160 m2 or above,New Territories,78353.0
201503,160 m2 or above,New Territories,81946.0
201506,160 m2 or above,New Territories,109677.0
201509,160 m2 or above,New Territories,78994.0
201512,160 m2 or above,New Territories,79968.0
201603,160 m2 or above,New Territories,79916.0
201606,160 m2 or above,New Territories,82156.0
201609,160 m2 or above,New Territories,82298.0
201612,160 m2 or above,New Territories,85249.0
201703,160 m2 or above,New Territories,89175.0
201706,160 m2 or above,New Territories,99041.0
201709,160 m2 or above,New Territories,87950.0
201712,160 m2 or above,New Territories,87123.0
201803,160 m2 or above,New Territories,88803.0
201806,160 m2 or above,New Territories,96301.0
201809,160 m2 or above,New Territories,109629.0
201812,160 m2 or above,New Territories,127466.0
201903,160 m2 or above,New Territories,92166.0
201906,160 m2 or above,New Territories,101596.0
201909,160 m2 or above,New Territories,86740.0
201912,160 m2 or above,New Territories,95372.0
202003,160 m2 or above,New Territories,100374.0
202006,160 m2 or above,New Territories,102560.0
202009,160 m2 or above,New Territories,112992.0
202012,160 m2 or above,New Territories,91742.0
202103,160 m2 or above,New Territories,116774.0
202106,160 m2 or above,New Territories,117536.0
202109,160 m2 or above,New Territories,116562.0
202112,160 m2 or above,New Territories,111164.0
202203,160 m2 or above,New Territories,102858.0
202206,160 m2 or above,New Territories,114974.0
202209,160 m2 or above,New Territories,119300.0
202212,160 m2 or above,New Territories,86651.0
202303,160 m2 or above,New Territories,116796.0
202306,160 m2 or above,New Territories,101902.0
202309,160 m2 or above,New Territories,112112.0
202312,160 m2 or above,New Territories,100668.0
202403,160 m2 or above,New Territories,91038.0
202406,160 m2 or above,New Territories,97338.0
202409,160 m2 or above,New Territories,97236.0
202412,160 m2 or above,New Territories,96413.0
202503,160 m2 or above,New Territories,86027.0
202506,160 m2 or above,New Territories,93242.0
202509,160 m2 or above,New Territories,90016.0
202512,160 m2 or above,New Territories,102080.0
202603,160 m2 or above,New Territories,95407.0
