Time,Class,Region,Average Price
199903,Less than 40 m2,Hong Kong,42777.0
199906,Less than 40 m2,Hong Kong,43276.0
199909,Less than 40 m2,Hong Kong,41667.0
199912,Less than 40 m2,Hong Kong,38897.0
200003,Less than 40 m2,Hong Kong,39026.0
200006,Less than 40 m2,Hong Kong,37008.0
200009,Less than 40 m2,Hong Kong,34145.0
200012,Less than 40 m2,Hong Kong,33860.0
200103,Less than 40 m2,Hong Kong,32955.0
200106,Less than 40 m2,Hong Kong,32708.0
200109,Less than 40 m2,Hong Kong,31970.0
200112,Less than 40 m2,Hong Kong,30193.0
200203,Less than 40 m2,Hong Kong,30904.0
200206,Less than 40 m2,Hong Kong,30237.0
200209,Less than 40 m2,Hong Kong,27960.0
200212,Less than 40 m2,Hong Kong,26040.0
200303,Less than 40 m2,Hong Kong,25372.0
200306,Less than 40 m2,Hong Kong,24509.0
200309,Less than 40 m2,Hong Kong,24924.0
200312,Less than 40 m2,Hong Kong,27423.0
200403,Less than 40 m2,Hong Kong,31501.0
200406,Less than 40 m2,Hong Kong,30816.0
200409,Less than 40 m2,Hong Kong,32211.0
200412,Less than 40 m2,Hong Kong,35146.0
200503,Less than 40 m2,Hong Kong,38270.0
200506,Less than 40 m2,Hong Kong,39507.0
200509,Less than 40 m2,Hong Kong,39745.0
200512,Less than 40 m2,Hong Kong,39164.0
200603,Less than 40 m2,Hong Kong,41052.0
200606,Less than 40 m2,Hong Kong,43278.0
200609,Less than 40 m2,Hong Kong,43029.0
200612,Less than 40 m2,Hong Kong,43906.0
200703,Less than 40 m2,Hong Kong,46079.0
200706,Less than 40 m2,Hong Kong,49530.0
200709,Less than 40 m2,Hong Kong,50859.0
200712,Less than 40 m2,Hong Kong,58856.0
200803,Less than 40 m2,Hong Kong,66783.0
200806,Less than 40 m2,Hong Kong,66296.0
200809,Less than 40 m2,Hong Kong,61238.0
200812,Less than 40 m2,Hong Kong,52228.0
200903,Less than 40 m2,Hong Kong,51883.0
200906,Less than 40 m2,Hong Kong,58934.0
200909,Less than 40 m2,Hong Kong,64591.0
200912,Less than 40 m2,Hong Kong,67305.0
201003,Less than 40 m2,Hong Kong,71393.0
201006,Less than 40 m2,Hong Kong,72974.0
201009,Less than 40 m2,Hong Kong,77057.0
201012,Less than 40 m2,Hong Kong,82287.0
201103,Less than 40 m2,Hong Kong,91355.0
201106,Less than 40 m2,Hong Kong,95329.0
201109,Less than 40 m2,Hong Kong,94127.0
201112,Less than 40 m2,Hong Kong,94432.0
201203,Less than 40 m2,Hong Kong,99121.0
201206,Less than 40 m2,Hong Kong,106001.0
201209,Less than 40 m2,Hong Kong,112178.0
201212,Less than 40 m2,Hong Kong,119987.0
201303,Less than 40 m2,Hong Kong,125234.0
201306,Less than 40 m2,Hong Kong,122777.0
201309,Less than 40 m2,Hong Kong,124242.0
201312,Less than 40 m2,Hong Kong,120482.0
201403,Less than 40 m2,Hong Kong,122433.0
201406,Less than 40 m2,Hong Kong,124425.0
201409,Less than 40 m2,Hong Kong,130380.0
201412,Less than 40 m2,Hong Kong,135771.0
201503,Less than 40 m2,Hong Kong,145472.0
201506,Less than 40 m2,Hong Kong,147340.0
201509,Less than 40 m2,Hong Kong,150803.0
201512,Less than 40 m2,Hong Kong,139916.0
201603,Less than 40 m2,Hong Kong,129575.0
201606,Less than 40 m2,Hong Kong,131112.0
201609,Less than 40 m2,Hong Kong,139028.0
201612,Less than 40 m2,Hong Kong,143876.0
201703,Less than 40 m2,Hong Kong,150294.0
201706,Less than 40 m2,Hong Kong,158464.0
201709,Less than 40 m2,Hong Kong,161318.0
201712,Less than 40 m2,Hong Kong,162722.0
201803,Less than 40 m2,Hong Kong,173021.0
201806,Less than 40 m2,Hong Kong,183226.0
201809,Less than 40 m2,Hong Kong,187397.0
201812,Less than 40 m2,Hong Kong,177977.0
201903,Less than 40 m2,Hong Kong,175016.0
201906,Less than 40 m2,Hong Kong,186914.0
201909,Less than 40 m2,Hong Kong,188314.0
201912,Less than 40 m2,Hong Kong,184711.0
202003,Less than 40 m2,Hong Kong,186900.0
202006,Less than 40 m2,Hong Kong,187952.0
202009,Less than 40 m2,Hong Kong,187820.0
202012,Less than 40 m2,Hong Kong,185035.0
202103,Less than 40 m2,Hong Kong,187633.0
202106,Less than 40 m2,Hong Kong,190593.0
202109,Less than 40 m2,Hong Kong,193697.0
202112,Less than 40 m2,Hong Kong,184556.0
202203,Less than 40 m2,Hong Kong,183328.0
202206,Less than 40 m2,Hong Kong,180777.0
202209,Less than 40 m2,Hong Kong,166816.0
202212,Less than 40 m2,Hong Kong,151923.0
202303,Less than 40 m2,Hong Kong,156649.0
202306,Less than 40 m2,Hong Kong,159309.0
202309,Less than 40 m2,Hong Kong,150424.0
202312,Less than 40 m2,Hong Kong,144761.0
202403,Less than 40 m2,Hong Kong,135212.0
202406,Less than 40 m2,Hong Kong,138938.0
202409,Less than 40 m2,Hong Kong,130932.0
202412,Less than 40 m2,Hong Kong,129666.0
202503,Less than 40 m2,Hong Kong,125616.0
202506,Less than 40 m2,Hong Kong,126330.0
202509,Less than 40 m2,Hong Kong,133227.0
202512,Less than 40 m2,Hong Kong,134836.0
202603,Less than 40 m2,Hong Kong,140675.0
199903,Less than 40 m2,Kowloon,36559.0
199906,Less than 40 m2,Kowloon,36420.0
199909,Less than 40 m2,Kowloon,34464.0
199912,Less than 40 m2,Kowloon,33898.0
200003,Less than 40 m2,Kowloon,33347.0
200006,Less than 40 m2,Kowloon,31011.0
200009,Less than 40 m2,Kowloon,30592.0
200012,Less than 40 m2,Kowloon,29038.0
200103,Less than 40 m2,Kowloon,27863.0
200106,Less than 40 m2,Kowloon,27521.0
200109,Less than 40 m2,Kowloon,26091.0
200112,Less than 40 m2,Kowloon,24929.0
200203,Less than 40 m2,Kowloon,24861.0
200206,Less than 40 m2,Kowloon,23772.0
200209,Less than 40 m2,Kowloon,22840.0
200212,Less than 40 m2,Kowloon,21594.0
200303,Less than 40 m2,Kowloon,20999.0
200306,Less than 40 m2,Kowloon,20186.0
200309,Less than 40 m2,Kowloon,20309.0
200312,Less than 40 m2,Kowloon,21661.0
200403,Less than 40 m2,Kowloon,23866.0
200406,Less than 40 m2,Kowloon,24964.0
200409,Less than 40 m2,Kowloon,25025.0
200412,Less than 40 m2,Kowloon,26726.0
200503,Less than 40 m2,Kowloon,29202.0
200506,Less than 40 m2,Kowloon,30627.0
200509,Less than 40 m2,Kowloon,30297.0
200512,Less than 40 m2,Kowloon,29234.0
200603,Less than 40 m2,Kowloon,29371.0
200606,Less than 40 m2,Kowloon,30107.0
200609,Less than 40 m2,Kowloon,30323.0
200612,Less than 40 m2,Kowloon,30470.0
200703,Less than 40 m2,Kowloon,32661.0
200706,Less than 40 m2,Kowloon,34385.0
200709,Less than 40 m2,Kowloon,36681.0
200712,Less than 40 m2,Kowloon,41567.0
200803,Less than 40 m2,Kowloon,43543.0
200806,Less than 40 m2,Kowloon,44107.0
200809,Less than 40 m2,Kowloon,42551.0
200812,Less than 40 m2,Kowloon,39077.0
200903,Less than 40 m2,Kowloon,37688.0
200906,Less than 40 m2,Kowloon,42441.0
200909,Less than 40 m2,Kowloon,46385.0
200912,Less than 40 m2,Kowloon,48522.0
201003,Less than 40 m2,Kowloon,52316.0
201006,Less than 40 m2,Kowloon,53447.0
201009,Less than 40 m2,Kowloon,56912.0
201012,Less than 40 m2,Kowloon,59966.0
201103,Less than 40 m2,Kowloon,66010.0
201106,Less than 40 m2,Kowloon,69067.0
201109,Less than 40 m2,Kowloon,68682.0
201112,Less than 40 m2,Kowloon,67082.0
201203,Less than 40 m2,Kowloon,72601.0
201206,Less than 40 m2,Kowloon,78010.0
201209,Less than 40 m2,Kowloon,83785.0
201212,Less than 40 m2,Kowloon,88453.0
201303,Less than 40 m2,Kowloon,93092.0
201306,Less than 40 m2,Kowloon,95887.0
201309,Less than 40 m2,Kowloon,95929.0
201312,Less than 40 m2,Kowloon,94482.0
201403,Less than 40 m2,Kowloon,95513.0
201406,Less than 40 m2,Kowloon,100895.0
201409,Less than 40 m2,Kowloon,105432.0
201412,Less than 40 m2,Kowloon,112686.0
201503,Less than 40 m2,Kowloon,116538.0
201506,Less than 40 m2,Kowloon,119171.0
201509,Less than 40 m2,Kowloon,123021.0
201512,Less than 40 m2,Kowloon,110253.0
201603,Less than 40 m2,Kowloon,104597.0
201606,Less than 40 m2,Kowloon,107941.0
201609,Less than 40 m2,Kowloon,114126.0
201612,Less than 40 m2,Kowloon,118048.0
201703,Less than 40 m2,Kowloon,123942.0
201706,Less than 40 m2,Kowloon,129889.0
201709,Less than 40 m2,Kowloon,130337.0
201712,Less than 40 m2,Kowloon,136543.0
201803,Less than 40 m2,Kowloon,145869.0
201806,Less than 40 m2,Kowloon,154123.0
201809,Less than 40 m2,Kowloon,155180.0
201812,Less than 40 m2,Kowloon,140491.0
201903,Less than 40 m2,Kowloon,150390.0
201906,Less than 40 m2,Kowloon,161643.0
201909,Less than 40 m2,Kowloon,159806.0
201912,Less than 40 m2,Kowloon,157330.0
202003,Less than 40 m2,Kowloon,160477.0
202006,Less than 40 m2,Kowloon,164214.0
202009,Less than 40 m2,Kowloon,164619.0
202012,Less than 40 m2,Kowloon,162917.0
202103,Less than 40 m2,Kowloon,164431.0
202106,Less than 40 m2,Kowloon,165816.0
202109,Less than 40 m2,Kowloon,171345.0
202112,Less than 40 m2,Kowloon,160625.0
202203,Less than 40 m2,Kowloon,159280.0
202206,Less than 40 m2,Kowloon,157556.0
202209,Less than 40 m2,Kowloon,149501.0
202212,Less than 40 m2,Kowloon,137729.0
202303,Less than 40 m2,Kowloon,141350.0
202306,Less than 40 m2,Kowloon,137684.0
202309,Less than 40 m2,Kowloon,130348.0
202312,Less than 40 m2,Kowloon,123327.0
202403,Less than 40 m2,Kowloon,120257.0
202406,Less than 40 m2,Kowloon,117280.0
202409,Less than 40 m2,Kowloon,113153.0
202412,Less than 40 m2,Kowloon,113412.0
202503,Less than 40 m2,Kowloon,114265.0
202506,Less than 40 m2,Kowloon,113974.0
202509,Less than 40 m2,Kowloon,115578.0
202512,Less than 40 m2,Kowloon,117706.0
202603,Less than 40 m2,Kowloon,127467.0
199903,Less than 40 m2,New Territories,36830.0
199906,Less than 40 m2,New Territories,37066.0
199909,Less than 40 m2,New Territories,35125.0
199912,Less than 40 m2,New Territories,33226.0
200003,Less than 40 m2,New Territories,33756.0
200006,Less than 40 m2,New Territories,31526.0
200009,Less than 40 m2,New Territories,31071.0
200012,Less than 40 m2,New Territories,29425.0
200103,Less than 40 m2,New Territories,28334.0
200106,Less than 40 m2,New Territories,28609.0
200109,Less than 40 m2,New Territories,28166.0
200112,Less than 40 m2,New Territories,26374.0
200203,Less than 40 m2,New Territories,25789.0
200206,Less than 40 m2,New Territories,25176.0
200209,Less than 40 m2,New Territories,24106.0
200212,Less than 40 m2,New Territories,22283.0
200303,Less than 40 m2,New Territories,21285.0
200306,Less than 40 m2,New Territories,20080.0
200309,Less than 40 m2,New Territories,20103.0
200312,Less than 40 m2,New Territories,21740.0
200403,Less than 40 m2,New Territories,25179.0
200406,Less than 40 m2,New Territories,26321.0
200409,Less than 40 m2,New Territories,26678.0
200412,Less than 40 m2,New Territories,28085.0
200503,Less than 40 m2,New Territories,30678.0
200506,Less than 40 m2,New Territories,31079.0
200509,Less than 40 m2,New Territories,30506.0
200512,Less than 40 m2,New Territories,29194.0
200603,Less than 40 m2,New Territories,29834.0
200606,Less than 40 m2,New Territories,29215.0
200609,Less than 40 m2,New Territories,28638.0
200612,Less than 40 m2,New Territories,28060.0
200703,Less than 40 m2,New Territories,29939.0
200706,Less than 40 m2,New Territories,30889.0
200709,Less than 40 m2,New Territories,31991.0
200712,Less than 40 m2,New Territories,35198.0
200803,Less than 40 m2,New Territories,38695.0
200806,Less than 40 m2,New Territories,38133.0
200809,Less than 40 m2,New Territories,37858.0
200812,Less than 40 m2,New Territories,34217.0
200903,Less than 40 m2,New Territories,35185.0
200906,Less than 40 m2,New Territories,37852.0
200909,Less than 40 m2,New Territories,40359.0
200912,Less than 40 m2,New Territories,41833.0
201003,Less than 40 m2,New Territories,44637.0
201006,Less than 40 m2,New Territories,46674.0
201009,Less than 40 m2,New Territories,49161.0
201012,Less than 40 m2,New Territories,52205.0
201103,Less than 40 m2,New Territories,56492.0
201106,Less than 40 m2,New Territories,59607.0
201109,Less than 40 m2,New Territories,60131.0
201112,Less than 40 m2,New Territories,56471.0
201203,Less than 40 m2,New Territories,61740.0
201206,Less than 40 m2,New Territories,64630.0
201209,Less than 40 m2,New Territories,71837.0
201212,Less than 40 m2,New Territories,76507.0
201303,Less than 40 m2,New Territories,82801.0
201306,Less than 40 m2,New Territories,83067.0
201309,Less than 40 m2,New Territories,84160.0
201312,Less than 40 m2,New Territories,82597.0
201403,Less than 40 m2,New Territories,84218.0
201406,Less than 40 m2,New Territories,88508.0
201409,Less than 40 m2,New Territories,92835.0
201412,Less than 40 m2,New Territories,98179.0
201503,Less than 40 m2,New Territories,105264.0
201506,Less than 40 m2,New Territories,109567.0
201509,Less than 40 m2,New Territories,112574.0
201512,Less than 40 m2,New Territories,101504.0
201603,Less than 40 m2,New Territories,96175.0
201606,Less than 40 m2,New Territories,97917.0
201609,Less than 40 m2,New Territories,103747.0
201612,Less than 40 m2,New Territories,109963.0
201703,Less than 40 m2,New Territories,116730.0
201706,Less than 40 m2,New Territories,121319.0
201709,Less than 40 m2,New Territories,121291.0
201712,Less than 40 m2,New Territories,126499.0
201803,Less than 40 m2,New Territories,132993.0
201806,Less than 40 m2,New Territories,142628.0
201809,Less than 40 m2,New Territories,143655.0
201812,Less than 40 m2,New Territories,133142.0
201903,Less than 40 m2,New Territories,138519.0
201906,Less than 40 m2,New Territories,147374.0
201909,Less than 40 m2,New Territories,146255.0
201912,Less than 40 m2,New Territories,147005.0
202003,Less than 40 m2,New Territories,147465.0
202006,Less than 40 m2,New Territories,152335.0
202009,Less than 40 m2,New Territories,150061.0
202012,Less than 40 m2,New Territories,148235.0
202103,Less than 40 m2,New Territories,151932.0
202106,Less than 40 m2,New Territories,154418.0
202109,Less than 40 m2,New Territories,151905.0
202112,Less than 40 m2,New Territories,152622.0
202203,Less than 40 m2,New Territories,150624.0
202206,Less than 40 m2,New Territories,148561.0
202209,Less than 40 m2,New Territories,141995.0
202212,Less than 40 m2,New Territories,131570.0
202303,Less than 40 m2,New Territories,134869.0
202306,Less than 40 m2,New Territories,135015.0
202309,Less than 40 m2,New Territories,125912.0
202312,Less than 40 m2,New Territories,117199.0
202403,Less than 40 m2,New Territories,115038.0
202406,Less than 40 m2,New Territories,112657.0
202409,Less than 40 m2,New Territories,108679.0
202412,Less than 40 m2,New Territories,110248.0
202503,Less than 40 m2,New Territories,108279.0
202506,Less than 40 m2,New Territories,108523.0
202509,Less than 40 m2,New Territories,111129.0
202512,Less than 40 m2,New Territories,112288.0
202603,Less than 40 m2,New Territories,121359.0
199903,40 m2 to 69.9 m2,Hong Kong,50010.0
199906,40 m2 to 69.9 m2,Hong Kong,50247.0
199909,40 m2 to 69.9 m2,Hong Kong,49729.0
199912,40 m2 to 69.9 m2,Hong Kong,46717.0
200003,40 m2 to 69.9 m2,Hong Kong,47301.0
200006,40 m2 to 69.9 m2,Hong Kong,43370.0
200009,40 m2 to 69.9 m2,Hong Kong,42483.0
200012,40 m2 to 69.9 m2,Hong Kong,41442.0
200103,40 m2 to 69.9 m2,Hong Kong,40630.0
200106,40 m2 to 69.9 m2,Hong Kong,40059.0
200109,40 m2 to 69.9 m2,Hong Kong,39339.0
200112,40 m2 to 69.9 m2,Hong Kong,35673.0
200203,40 m2 to 69.9 m2,Hong Kong,35810.0
200206,40 m2 to 69.9 m2,Hong Kong,35051.0
200209,40 m2 to 69.9 m2,Hong Kong,33527.0
200212,40 m2 to 69.9 m2,Hong Kong,31629.0
200303,40 m2 to 69.9 m2,Hong Kong,29997.0
200306,40 m2 to 69.9 m2,Hong Kong,27830.0
200309,40 m2 to 69.9 m2,Hong Kong,30036.0
200312,40 m2 to 69.9 m2,Hong Kong,32907.0
200403,40 m2 to 69.9 m2,Hong Kong,39849.0
200406,40 m2 to 69.9 m2,Hong Kong,39295.0
200409,40 m2 to 69.9 m2,Hong Kong,41313.0
200412,40 m2 to 69.9 m2,Hong Kong,45502.0
200503,40 m2 to 69.9 m2,Hong Kong,49714.0
200506,40 m2 to 69.9 m2,Hong Kong,50046.0
200509,40 m2 to 69.9 m2,Hong Kong,48922.0
200512,40 m2 to 69.9 m2,Hong Kong,47438.0
200603,40 m2 to 69.9 m2,Hong Kong,51072.0
200606,40 m2 to 69.9 m2,Hong Kong,52200.0
200609,40 m2 to 69.9 m2,Hong Kong,52837.0
200612,40 m2 to 69.9 m2,Hong Kong,52776.0
200703,40 m2 to 69.9 m2,Hong Kong,54737.0
200706,40 m2 to 69.9 m2,Hong Kong,57590.0
200709,40 m2 to 69.9 m2,Hong Kong,60265.0
200712,40 m2 to 69.9 m2,Hong Kong,69090.0
200803,40 m2 to 69.9 m2,Hong Kong,77111.0
200806,40 m2 to 69.9 m2,Hong Kong,75758.0
200809,40 m2 to 69.9 m2,Hong Kong,70459.0
200812,40 m2 to 69.9 m2,Hong Kong,59085.0
200903,40 m2 to 69.9 m2,Hong Kong,61817.0
200906,40 m2 to 69.9 m2,Hong Kong,69413.0
200909,40 m2 to 69.9 m2,Hong Kong,75094.0
200912,40 m2 to 69.9 m2,Hong Kong,76892.0
201003,40 m2 to 69.9 m2,Hong Kong,82238.0
201006,40 m2 to 69.9 m2,Hong Kong,83631.0
201009,40 m2 to 69.9 m2,Hong Kong,87434.0
201012,40 m2 to 69.9 m2,Hong Kong,93418.0
201103,40 m2 to 69.9 m2,Hong Kong,98483.0
201106,40 m2 to 69.9 m2,Hong Kong,105717.0
201109,40 m2 to 69.9 m2,Hong Kong,104253.0
201112,40 m2 to 69.9 m2,Hong Kong,100528.0
201203,40 m2 to 69.9 m2,Hong Kong,103205.0
201206,40 m2 to 69.9 m2,Hong Kong,110659.0
201209,40 m2 to 69.9 m2,Hong Kong,116111.0
201212,40 m2 to 69.9 m2,Hong Kong,123124.0
201303,40 m2 to 69.9 m2,Hong Kong,128354.0
201306,40 m2 to 69.9 m2,Hong Kong,125807.0
201309,40 m2 to 69.9 m2,Hong Kong,128776.0
201312,40 m2 to 69.9 m2,Hong Kong,122420.0
201403,40 m2 to 69.9 m2,Hong Kong,123075.0
201406,40 m2 to 69.9 m2,Hong Kong,125467.0
201409,40 m2 to 69.9 m2,Hong Kong,131039.0
201412,40 m2 to 69.9 m2,Hong Kong,136250.0
201503,40 m2 to 69.9 m2,Hong Kong,144193.0
201506,40 m2 to 69.9 m2,Hong Kong,151411.0
201509,40 m2 to 69.9 m2,Hong Kong,152001.0
201512,40 m2 to 69.9 m2,Hong Kong,140296.0
201603,40 m2 to 69.9 m2,Hong Kong,136228.0
201606,40 m2 to 69.9 m2,Hong Kong,133898.0
201609,40 m2 to 69.9 m2,Hong Kong,140207.0
201612,40 m2 to 69.9 m2,Hong Kong,147062.0
201703,40 m2 to 69.9 m2,Hong Kong,151856.0
201706,40 m2 to 69.9 m2,Hong Kong,164644.0
201709,40 m2 to 69.9 m2,Hong Kong,160586.0
201712,40 m2 to 69.9 m2,Hong Kong,165918.0
201803,40 m2 to 69.9 m2,Hong Kong,171492.0
201806,40 m2 to 69.9 m2,Hong Kong,178027.0
201809,40 m2 to 69.9 m2,Hong Kong,183249.0
201812,40 m2 to 69.9 m2,Hong Kong,173771.0
201903,40 m2 to 69.9 m2,Hong Kong,178419.0
201906,40 m2 to 69.9 m2,Hong Kong,187344.0
201909,40 m2 to 69.9 m2,Hong Kong,185618.0
201912,40 m2 to 69.9 m2,Hong Kong,182557.0
202003,40 m2 to 69.9 m2,Hong Kong,182086.0
202006,40 m2 to 69.9 m2,Hong Kong,184030.0
202009,40 m2 to 69.9 m2,Hong Kong,181394.0
202012,40 m2 to 69.9 m2,Hong Kong,181985.0
202103,40 m2 to 69.9 m2,Hong Kong,182139.0
202106,40 m2 to 69.9 m2,Hong Kong,186320.0
202109,40 m2 to 69.9 m2,Hong Kong,186061.0
202112,40 m2 to 69.9 m2,Hong Kong,184267.0
202203,40 m2 to 69.9 m2,Hong Kong,182566.0
202206,40 m2 to 69.9 m2,Hong Kong,181586.0
202209,40 m2 to 69.9 m2,Hong Kong,169382.0
202212,40 m2 to 69.9 m2,Hong Kong,155746.0
202303,40 m2 to 69.9 m2,Hong Kong,163752.0
202306,40 m2 to 69.9 m2,Hong Kong,164913.0
202309,40 m2 to 69.9 m2,Hong Kong,153419.0
202312,40 m2 to 69.9 m2,Hong Kong,149974.0
202403,40 m2 to 69.9 m2,Hong Kong,144527.0
202406,40 m2 to 69.9 m2,Hong Kong,143278.0
202409,40 m2 to 69.9 m2,Hong Kong,137989.0
202412,40 m2 to 69.9 m2,Hong Kong,138609.0
202503,40 m2 to 69.9 m2,Hong Kong,133076.0
202506,40 m2 to 69.9 m2,Hong Kong,132860.0
202509,40 m2 to 69.9 m2,Hong Kong,133632.0
202512,40 m2 to 69.9 m2,Hong Kong,137937.0
202603,40 m2 to 69.9 m2,Hong Kong,146162.0
199903,40 m2 to 69.9 m2,Kowloon,38194.0
199906,40 m2 to 69.9 m2,Kowloon,38390.0
199909,40 m2 to 69.9 m2,Kowloon,36101.0
199912,40 m2 to 69.9 m2,Kowloon,35587.0
200003,40 m2 to 69.9 m2,Kowloon,34072.0
200006,40 m2 to 69.9 m2,Kowloon,31918.0
200009,40 m2 to 69.9 m2,Kowloon,31805.0
200012,40 m2 to 69.9 m2,Kowloon,28993.0
200103,40 m2 to 69.9 m2,Kowloon,29031.0
200106,40 m2 to 69.9 m2,Kowloon,29565.0
200109,40 m2 to 69.9 m2,Kowloon,28256.0
200112,40 m2 to 69.9 m2,Kowloon,26449.0
200203,40 m2 to 69.9 m2,Kowloon,26318.0
200206,40 m2 to 69.9 m2,Kowloon,25798.0
200209,40 m2 to 69.9 m2,Kowloon,24105.0
200212,40 m2 to 69.9 m2,Kowloon,22320.0
200303,40 m2 to 69.9 m2,Kowloon,21512.0
200306,40 m2 to 69.9 m2,Kowloon,20505.0
200309,40 m2 to 69.9 m2,Kowloon,21339.0
200312,40 m2 to 69.9 m2,Kowloon,23717.0
200403,40 m2 to 69.9 m2,Kowloon,31128.0
200406,40 m2 to 69.9 m2,Kowloon,30925.0
200409,40 m2 to 69.9 m2,Kowloon,32008.0
200412,40 m2 to 69.9 m2,Kowloon,36538.0
200503,40 m2 to 69.9 m2,Kowloon,40639.0
200506,40 m2 to 69.9 m2,Kowloon,39514.0
200509,40 m2 to 69.9 m2,Kowloon,38963.0
200512,40 m2 to 69.9 m2,Kowloon,34093.0
200603,40 m2 to 69.9 m2,Kowloon,38341.0
200606,40 m2 to 69.9 m2,Kowloon,38889.0
200609,40 m2 to 69.9 m2,Kowloon,37463.0
200612,40 m2 to 69.9 m2,Kowloon,37575.0
200703,40 m2 to 69.9 m2,Kowloon,41423.0
200706,40 m2 to 69.9 m2,Kowloon,42136.0
200709,40 m2 to 69.9 m2,Kowloon,46555.0
200712,40 m2 to 69.9 m2,Kowloon,55226.0
200803,40 m2 to 69.9 m2,Kowloon,57534.0
200806,40 m2 to 69.9 m2,Kowloon,53508.0
200809,40 m2 to 69.9 m2,Kowloon,51472.0
200812,40 m2 to 69.9 m2,Kowloon,47387.0
200903,40 m2 to 69.9 m2,Kowloon,46711.0
200906,40 m2 to 69.9 m2,Kowloon,54628.0
200909,40 m2 to 69.9 m2,Kowloon,58069.0
200912,40 m2 to 69.9 m2,Kowloon,59632.0
201003,40 m2 to 69.9 m2,Kowloon,65948.0
201006,40 m2 to 69.9 m2,Kowloon,66501.0
201009,40 m2 to 69.9 m2,Kowloon,72094.0
201012,40 m2 to 69.9 m2,Kowloon,74292.0
201103,40 m2 to 69.9 m2,Kowloon,82857.0
201106,40 m2 to 69.9 m2,Kowloon,82998.0
201109,40 m2 to 69.9 m2,Kowloon,81036.0
201112,40 m2 to 69.9 m2,Kowloon,78519.0
201203,40 m2 to 69.9 m2,Kowloon,86131.0
201206,40 m2 to 69.9 m2,Kowloon,89365.0
201209,40 m2 to 69.9 m2,Kowloon,96822.0
201212,40 m2 to 69.9 m2,Kowloon,103400.0
201303,40 m2 to 69.9 m2,Kowloon,108206.0
201306,40 m2 to 69.9 m2,Kowloon,102276.0
201309,40 m2 to 69.9 m2,Kowloon,103693.0
201312,40 m2 to 69.9 m2,Kowloon,97846.0
201403,40 m2 to 69.9 m2,Kowloon,101386.0
201406,40 m2 to 69.9 m2,Kowloon,105157.0
201409,40 m2 to 69.9 m2,Kowloon,110709.0
201412,40 m2 to 69.9 m2,Kowloon,115717.0
201503,40 m2 to 69.9 m2,Kowloon,121226.0
201506,40 m2 to 69.9 m2,Kowloon,123255.0
201509,40 m2 to 69.9 m2,Kowloon,124346.0
201512,40 m2 to 69.9 m2,Kowloon,110605.0
201603,40 m2 to 69.9 m2,Kowloon,110888.0
201606,40 m2 to 69.9 m2,Kowloon,111212.0
201609,40 m2 to 69.9 m2,Kowloon,117703.0
201612,40 m2 to 69.9 m2,Kowloon,120320.0
201703,40 m2 to 69.9 m2,Kowloon,127379.0
201706,40 m2 to 69.9 m2,Kowloon,129303.0
201709,40 m2 to 69.9 m2,Kowloon,130669.0
201712,40 m2 to 69.9 m2,Kowloon,135812.0
201803,40 m2 to 69.9 m2,Kowloon,144662.0
201806,40 m2 to 69.9 m2,Kowloon,152639.0
201809,40 m2 to 69.9 m2,Kowloon,147120.0
201812,40 m2 to 69.9 m2,Kowloon,138977.0
201903,40 m2 to 69.9 m2,Kowloon,149485.0
201906,40 m2 to 69.9 m2,Kowloon,156754.0
201909,40 m2 to 69.9 m2,Kowloon,152243.0
201912,40 m2 to 69.9 m2,Kowloon,156134.0
202003,40 m2 to 69.9 m2,Kowloon,156501.0
202006,40 m2 to 69.9 m2,Kowloon,160721.0
202009,40 m2 to 69.9 m2,Kowloon,163633.0
202012,40 m2 to 69.9 m2,Kowloon,159591.0
202103,40 m2 to 69.9 m2,Kowloon,162639.0
202106,40 m2 to 69.9 m2,Kowloon,163181.0
202109,40 m2 to 69.9 m2,Kowloon,162428.0
202112,40 m2 to 69.9 m2,Kowloon,153269.0
202203,40 m2 to 69.9 m2,Kowloon,158302.0
202206,40 m2 to 69.9 m2,Kowloon,159554.0
202209,40 m2 to 69.9 m2,Kowloon,149215.0
202212,40 m2 to 69.9 m2,Kowloon,139339.0
202303,40 m2 to 69.9 m2,Kowloon,146506.0
202306,40 m2 to 69.9 m2,Kowloon,147575.0
202309,40 m2 to 69.9 m2,Kowloon,136242.0
202312,40 m2 to 69.9 m2,Kowloon,133635.0
202403,40 m2 to 69.9 m2,Kowloon,128950.0
202406,40 m2 to 69.9 m2,Kowloon,129951.0
202409,40 m2 to 69.9 m2,Kowloon,121593.0
202412,40 m2 to 69.9 m2,Kowloon,124519.0
202503,40 m2 to 69.9 m2,Kowloon,118303.0
202506,40 m2 to 69.9 m2,Kowloon,120308.0
202509,40 m2 to 69.9 m2,Kowloon,125030.0
202512,40 m2 to 69.9 m2,Kowloon,129058.0
202603,40 m2 to 69.9 m2,Kowloon,133169.0
199903,40 m2 to 69.9 m2,New Territories,35682.0
199906,40 m2 to 69.9 m2,New Territories,36402.0
199909,40 m2 to 69.9 m2,New Territories,34969.0
199912,40 m2 to 69.9 m2,New Territories,32785.0
200003,40 m2 to 69.9 m2,New Territories,33686.0
200006,40 m2 to 69.9 m2,New Territories,31531.0
200009,40 m2 to 69.9 m2,New Territories,30617.0
200012,40 m2 to 69.9 m2,New Territories,29509.0
200103,40 m2 to 69.9 m2,New Territories,28801.0
